traj_idx,method,ADE,RMSE,smooth,noisy_ADE,uncond_ADE,delta_ADE_vs_noisy,delta_ADE_vs_uncond,improved_vs_noisy,improved_vs_uncond
102,noisy_input,0.05523790046572685,0.06174482777714729,0.16772402822971344,0.05523790046572685,0.053923677653074265,0.0,0.0013142228126525879,0,0
103,noisy_input,0.05866476893424988,0.06853143125772476,0.16977395117282867,0.05866476893424988,0.06090985983610153,0.0,-0.002245090901851654,0,1
104,noisy_input,0.06275846064090729,0.07007301598787308,0.14963671565055847,0.06275846064090729,0.061548035591840744,0.0,0.0012104250490665436,0,0
105,noisy_input,0.061939459294080734,0.07198608666658401,0.18103794753551483,0.061939459294080734,0.06388724595308304,0.0,-0.001947786659002304,0,1
106,noisy_input,0.07259709388017654,0.08092089742422104,0.13709700107574463,0.07259709388017654,0.06602056324481964,0.0,0.006576530635356903,0,0
107,noisy_input,0.054060280323028564,0.05695231631398201,0.24029786884784698,0.054060280323028564,0.05070389434695244,0.0,0.003356385976076126,0,0
108,noisy_input,0.0605158731341362,0.06790958344936371,0.4471472501754761,0.0605158731341362,0.05515333265066147,0.0,0.0053625404834747314,0,0
109,noisy_input,0.05685434862971306,0.06278765201568604,0.16199812293052673,0.05685434862971306,0.055438332259655,0.0,0.0014160163700580597,0,0
110,noisy_input,0.053803879767656326,0.06096247583627701,0.4171982407569885,0.053803879767656326,0.04729805141687393,0.0,0.006505828350782394,0,0
111,noisy_input,0.06834503263235092,0.07125105708837509,0.15973493456840515,0.06834503263235092,0.06442736089229584,0.0,0.003917671740055084,0,0
112,noisy_input,0.057756416499614716,0.06401196122169495,0.1373388171195984,0.057756416499614716,0.057729076594114304,0.0,2.7339905500411987e-05,0,0
113,noisy_input,0.07053997367620468,0.0780765563249588,0.44725003838539124,0.07053997367620468,0.07467598468065262,0.0,-0.004136011004447937,0,1
114,noisy_input,0.05028399080038071,0.057803526520729065,0.40060532093048096,0.05028399080038071,0.046408768743276596,0.0,0.0038752220571041107,0,0
115,noisy_input,0.069786436855793,0.07676728814840317,0.4905249774456024,0.069786436855793,0.06863902509212494,0.0,0.0011474117636680603,0,0
116,noisy_input,0.08216828107833862,0.08877268433570862,0.1972154825925827,0.08216828107833862,0.08446866273880005,0.0,-0.0023003816604614258,0,1
117,noisy_input,0.05175156146287918,0.057742949575185776,0.1293429434299469,0.05175156146287918,0.049333564937114716,0.0,0.0024179965257644653,0,0
118,noisy_input,0.06253249943256378,0.0691952109336853,0.15853089094161987,0.06253249943256378,0.06173434108495712,0.0,0.0007981583476066589,0,0
119,noisy_input,0.06780588626861572,0.07269803434610367,0.14165262877941132,0.06780588626861572,0.06830929219722748,0.0,-0.0005034059286117554,0,1
120,noisy_input,0.059413619339466095,0.06552422046661377,0.4000716209411621,0.059413619339466095,0.0561603382229805,0.0,0.0032532811164855957,0,0
