degradation,degradation_group,traj_idx,method,ADE,smooth,noisy_ADE,noisy_smooth,delta_ADE_vs_noisy,delta_smooth_vs_noisy,improved_ADE_vs_noisy,improved_smooth_vs_noisy
gaussian_medium,relative_observable,105,noisy_input,0.061939459294080734,0.18103794753551483,0.061939459294080734,0.18103794753551483,0.0,0.0,0,0
gaussian_medium,relative_observable,106,noisy_input,0.07259709388017654,0.13709700107574463,0.07259709388017654,0.13709700107574463,0.0,0.0,0,0
gaussian_medium,relative_observable,107,noisy_input,0.054060280323028564,0.24029786884784698,0.054060280323028564,0.24029786884784698,0.0,0.0,0,0
gaussian_medium,relative_observable,108,noisy_input,0.0605158731341362,0.4471472501754761,0.0605158731341362,0.4471472501754761,0.0,0.0,0,0
gaussian_medium,relative_observable,109,noisy_input,0.05685434862971306,0.16199812293052673,0.05685434862971306,0.16199812293052673,0.0,0.0,0,0
gaussian_medium,relative_observable,110,noisy_input,0.053803879767656326,0.4171982407569885,0.053803879767656326,0.4171982407569885,0.0,0.0,0,0
gaussian_medium,relative_observable,111,noisy_input,0.06834503263235092,0.15973493456840515,0.06834503263235092,0.15973493456840515,0.0,0.0,0,0
gaussian_medium,relative_observable,112,noisy_input,0.057756416499614716,0.1373388171195984,0.057756416499614716,0.1373388171195984,0.0,0.0,0,0
gaussian_medium,relative_observable,113,noisy_input,0.07053997367620468,0.44725003838539124,0.07053997367620468,0.44725003838539124,0.0,0.0,0,0
gaussian_medium,relative_observable,114,noisy_input,0.05028399080038071,0.40060532093048096,0.05028399080038071,0.40060532093048096,0.0,0.0,0,0
gaussian_medium,relative_observable,115,noisy_input,0.069786436855793,0.4905249774456024,0.069786436855793,0.4905249774456024,0.0,0.0,0,0
gaussian_medium,relative_observable,116,noisy_input,0.08216828107833862,0.1972154825925827,0.08216828107833862,0.1972154825925827,0.0,0.0,0,0
gaussian_medium,relative_observable,117,noisy_input,0.05175156146287918,0.1293429434299469,0.05175156146287918,0.1293429434299469,0.0,0.0,0,0
gaussian_medium,relative_observable,118,noisy_input,0.06253249943256378,0.15853089094161987,0.06253249943256378,0.15853089094161987,0.0,0.0,0,0
gaussian_medium,relative_observable,119,noisy_input,0.06780588626861572,0.14165262877941132,0.06780588626861572,0.14165262877941132,0.0,0.0,0,0
gaussian_medium,relative_observable,120,noisy_input,0.059413619339466095,0.4000716209411621,0.059413619339466095,0.4000716209411621,0.0,0.0,0,0
gaussian_medium,relative_observable,121,noisy_input,0.06543900072574615,0.19479991495609283,0.06543900072574615,0.19479991495609283,0.0,0.0,0,0
