degradation,method,confidence_bin,N_frames,ADE_mean,ADE_std,ADE_median,ADE_min,ADE_max,ADE_p25,ADE_p75
bias_medium,V3_conf_mod_cond_motion,high,220,0.047246423359452325,0.01790716671288316,0.04839464649558067,0.008908827789127827,0.10989025980234146,0.03643244784325361,0.057099584490060806
bias_medium,V3_conf_mod_cond_motion,mid,2220,0.13461662843143818,0.03918173799058858,0.13394565880298615,0.011151528917253017,0.2669520676136017,0.10361937806010246,0.1639704667031765
bias_medium,V3_conf_mod_cond_motion,low,1560,0.2883200224202413,0.06741265806263769,0.27627985179424286,0.1667403280735016,0.580155611038208,0.24290676042437553,0.32212747633457184
jump_medium,noisy_input,high,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump_medium,noisy_input,mid,1675,0.28529607488148245,0.04458183060668981,0.28990253806114197,0.2008207142353058,0.363932341337204,0.24542515724897385,0.32121527194976807
jump_medium,noisy_input,low,1339,0.42987518639062394,0.04029712374379186,0.43118467926979065,0.36486008763313293,0.49994945526123047,0.3943492919206619,0.4637415260076523
jump_medium,stage3_cond_residual_t20,high,986,0.026686185078485903,0.026607554737719592,0.020582491531968117,0.0,0.15849871933460236,0.008733417140319943,0.036278774961829185
jump_medium,stage3_cond_residual_t20,mid,1675,0.2605765659328717,0.06803959301823202,0.2612415552139282,0.03421209380030632,0.47965362668037415,0.21675694733858109,0.3068035989999771
jump_medium,stage3_cond_residual_t20,low,1339,0.3908238462252435,0.05944190614924741,0.3933371901512146,0.1382126361131668,0.5529960989952087,0.3528563678264618,0.43119071424007416
jump_medium,formal_e1_linear_gate,high,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump_medium,formal_e1_linear_gate,mid,1675,0.26895221618574056,0.05355082172807455,0.26706430315971375,0.09322191029787064,0.43450480699539185,0.22967173904180527,0.3077293634414673
jump_medium,formal_e1_linear_gate,low,1339,0.39922377650776936,0.04960219961799626,0.3988397717475891,0.20681491494178772,0.5315005779266357,0.3647213280200958,0.43295323848724365
jump_medium,V1_abs_anchor_smooth,high,986,0.009281485939763415,0.009997261686710786,0.0054936830420047045,0.00011501793778734282,0.0628289207816124,0.001860529271652922,0.012437489349395037
jump_medium,V1_abs_anchor_smooth,mid,1675,0.2770102254067784,0.059755988232295484,0.27513301372528076,0.04832041636109352,0.4709222614765167,0.23508449643850327,0.32087989151477814
jump_medium,V1_abs_anchor_smooth,low,1339,0.40570120031571905,0.07312101267889917,0.4089699685573578,0.11881023645401001,0.6355921626091003,0.366881787776947,0.4547906965017319
jump_medium,V2_uniform_cond_motion,high,986,0.010636928455202387,0.011072518503415466,0.00651600188575685,4.790849197888747e-05,0.06490575522184372,0.003524994303006679,0.012802700977772474
jump_medium,V2_uniform_cond_motion,mid,1675,0.273831222653389,0.052013934324140004,0.27311277389526367,0.09132390469312668,0.40252116322517395,0.2368456944823265,0.3135955035686493
jump_medium,V2_uniform_cond_motion,low,1339,0.4037415364213271,0.0549153507940385,0.40328285098075867,0.20287677645683289,0.5593122839927673,0.3718653619289398,0.4431663006544113
jump_medium,V3_conf_mod_cond_motion,high,986,0.009908264829120368,0.011215853624032357,0.00545803620480001,0.00011251444084336981,0.06858934462070465,0.0018387285817880183,0.013495898339897394
jump_medium,V3_conf_mod_cond_motion,mid,1675,0.2746227904976304,0.052885322950346356,0.27377158403396606,0.07670260965824127,0.4127255380153656,0.2379366159439087,0.31512944400310516
jump_medium,V3_conf_mod_cond_motion,low,1339,0.4043898635096653,0.056035665184440274,0.4049098491668701,0.193708136677742,0.565196692943573,0.37233176827430725,0.4442744702100754
combined_medium,noisy_input,high,290,0.04497112169107101,0.01567581404494423,0.046756135299801826,0.003591065527871251,0.06709586083889008,0.034627482295036316,0.05858225654810667
combined_medium,noisy_input,mid,2257,0.15021891829565556,0.04347073350020366,0.15041343867778778,0.06711292266845703,0.22646674513816833,0.11524786800146103,0.18708261847496033
combined_medium,noisy_input,low,1453,0.30569121735881954,0.06279755748727123,0.289861261844635,0.22669771313667297,0.5715644955635071,0.255462110042572,0.3437870740890503
combined_medium,stage3_cond_residual_t20,high,290,0.0749828460562075,0.035018215522630604,0.07307909429073334,0.009681676514446735,0.1724758744239807,0.045430293306708336,0.10127671808004379
combined_medium,stage3_cond_residual_t20,mid,2257,0.15091660194838397,0.052231361561951524,0.15053728222846985,0.011562222614884377,0.31804344058036804,0.11504398286342621,0.18696105480194092
combined_medium,stage3_cond_residual_t20,low,1453,0.29411809989914595,0.07260276161986606,0.28143808245658875,0.10298460721969604,0.5243225693702698,0.242022305727005,0.34131672978401184
combined_medium,formal_e1_linear_gate,high,290,0.04661951092521435,0.01814037260826264,0.045892827212810516,0.0034763221628963947,0.09406812489032745,0.034240877255797386,0.06084099132567644
combined_medium,formal_e1_linear_gate,mid,2257,0.1478058317635748,0.04558153624963697,0.1466924101114273,0.03353499621152878,0.2862358093261719,0.11289340257644653,0.18099668622016907
combined_medium,formal_e1_linear_gate,low,1453,0.29573165828904363,0.0680606098853916,0.2811059057712555,0.1348746418952942,0.5265117883682251,0.2454638034105301,0.33969926834106445
combined_medium,V1_abs_anchor_smooth,high,290,0.04971040305922386,0.02192548675947419,0.04898042976856232,0.00319823925383389,0.12664422392845154,0.03314110729843378,0.06351101957261562
combined_medium,V1_abs_anchor_smooth,mid,2257,0.1480255690970659,0.04861523057641957,0.14666812121868134,0.015884600579738617,0.31900104880332947,0.11192202568054199,0.1831836849451065
combined_medium,V1_abs_anchor_smooth,low,1453,0.2925128601055595,0.07231979388488315,0.2813301384449005,0.1054609939455986,0.6252793073654175,0.24159859120845795,0.334258109331131
combined_medium,V2_uniform_cond_motion,high,290,0.04914619487164349,0.020967337220681052,0.049089279025793076,0.0012526833452284336,0.1008283793926239,0.03370198514312506,0.06306876800954342
combined_medium,V2_uniform_cond_motion,mid,2257,0.1438772245411343,0.04508957768319192,0.1419396847486496,0.020028358325362206,0.27794188261032104,0.11023669689893723,0.17853710055351257
combined_medium,V2_uniform_cond_motion,low,1453,0.28980564618840843,0.06431179474708784,0.2782779633998871,0.13094863295555115,0.5312706828117371,0.24095922708511353,0.33124840259552
combined_medium,V3_conf_mod_cond_motion,high,290,0.049470395773071156,0.021198868479291838,0.04900440014898777,0.004209625534713268,0.11279483884572983,0.03468257375061512,0.06346901319921017
combined_medium,V3_conf_mod_cond_motion,mid,2257,0.14522134853501367,0.04507843052312974,0.1440984606742859,0.028754953294992447,0.2841669023036957,0.11188223958015442,0.17965088784694672
combined_medium,V3_conf_mod_cond_motion,low,1453,0.2900800025327732,0.06438555755604766,0.278299480676651,0.13762696087360382,0.5313267111778259,0.24097289144992828,0.3317260146141052
