degradation,method,ADE_noisy,ADE_cond,ADE_e1,ADE_e2,improves_vs_e1,ADE_gain_vs_e1,N_high_frames,ADE_noisy_high,ADE_e1_high,ADE_e2_high,high_conf_no_harm_pass_1p05,high_conf_no_harm_ratio,N_low_frames,ADE_noisy_low,ADE_cond_low,ADE_e1_low,ADE_e2_low,conditional_useful_low,low_conf_preservation_pass,motion_usage_ratio,noisy_reversion_gap,bias_offset_error,selected_variant,selected_alpha0,selected_beta,selected_sigma0,E2_6ADE_improved_count,E2_6ADE_PASS,E2_C1_6ADE_PASS,E2_C2_high_conf_PASS,E2_C2_failures,E2_C3_low_conf_PASS,E2_C3_failures,E2_C4_drift_burst_repair_PASS,E2_C5_bias_offset_error_E1,E2_C5_bias_offset_error_E2,E2_C5_bias_offset_improves,overall_label
gaussian_medium,V2_uniform_cond_motion,0.06256657093763351,0.05569539964199066,0.04826045036315918,0.039722271263599396,True,0.008538179099559784,334,0.014083261601626873,0.015238317660987377,0.015872042626142502,False,0.4880239520958084,1489,0.0964696928858757,0.06828348338603973,0.06923709064722061,0.05542726814746857,True,True,1.0251676760104622,-0.02284429967403412,,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
drift_medium,V2_uniform_cond_motion,0.01764802448451519,0.03159075602889061,0.02327214553952217,0.021082639694213867,True,0.002189505845308304,581,0.00240786443464458,0.003634951775893569,0.0067962585017085075,False,0.1549053356282272,1604,0.029400285333395004,0.04001295939087868,0.03612328693270683,0.03185755014419556,False,True,1.4337423306243209,0.003434615209698677,,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
burst_medium,V2_uniform_cond_motion,0.07475546002388,0.09188491106033325,0.07392223179340363,0.05417540669441223,True,0.019746825098991394,351,0.003384432988241315,0.01127510704100132,0.010821077041327953,False,0.1794871794871795,1576,0.17479737102985382,0.15386362373828888,0.14881478250026703,0.115015909075737,True,True,1.2850201395794318,-0.020580053329467773,,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
bias_medium,V2_uniform_cond_motion,0.1889956295490265,0.18886825442314148,0.1876443475484848,0.18943050503730774,False,-0.001786157488822937,220,0.04233614355325699,0.0419577918946743,0.044287558645009995,True,0.6,1560,0.2880081236362457,0.2841569781303406,0.2846246063709259,0.2882646322250366,True,True,1.480128797951988,0.00043487548828125,0.18899554014205933,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
jump_medium,V2_uniform_cond_motion,0.2633684277534485,0.24652285873889923,0.24626390635967255,0.25244131684303284,False,-0.0061774104833602905,986,0.0,0.0,0.010636928491294384,False,0.0,1339,0.4298751950263977,0.3908238410949707,0.39922380447387695,0.4037415087223053,True,True,1.1423327749507464,-0.01092711091041565,,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
combined_medium,V2_uniform_cond_motion,0.1990637630224228,0.197429358959198,0.19420389831066132,0.1900177150964737,True,0.004186183214187622,290,0.044971123337745667,0.046619512140750885,0.04914619401097298,False,0.46206896551724136,1453,0.3056912124156952,0.29411813616752625,0.29573166370391846,0.2898056209087372,True,True,0.9971017597495367,-0.009046047925949097,,V2_uniform_cond_motion,0.5,0.05,1.0,4,False,False,False,gaussian_medium;drift_medium;burst_medium;jump_medium;combined_medium,True,,False,0.1874406635761261,0.18899554014205933,False,NO-PASS
