degradation,conditional_source,delta0_label,delta0,gamma,ADE_noisy,ADE_cond,ADE_gamma,RMSE_gamma,ADE_gamma_high,ADE_noisy_high,ADE_cond_high,ADE_gamma_mid,ADE_gamma_low,ADE_noisy_low,ADE_cond_low,C2_high_no_harm_pass,C3_low_preservation_pass,conditional_useful_low,win_rate_vs_cond,win_rate_vs_noisy,residual_usage_ratio,noisy_reversion_gap,N_high_frames,N_mid_frames,N_low_frames
bias_medium,archived_original,fixed_0.10,0.1,4,0.1889956295490265,0.18886825442314148,0.1873849630355835,0.2098860740661621,0.023278048262000084,0.02326970174908638,0.02763608656823635,0.08788689225912094,0.22457699477672577,0.22694829106330872,0.22422970831394196,True,True,True,0.515,0.545,0.4653175175189972,-0.0016106665134429932,60,1000,2940
bias_medium,archived_original,fixed_0.20,0.2,1,0.1889956295490265,0.18886825442314148,0.18766137957572937,0.2101171910762787,0.048541538417339325,0.04845649003982544,0.05404715985059738,0.1488751471042633,0.3041619062423706,0.3091975748538971,0.30286452174186707,True,True,True,0.52,0.535,0.5706956386566162,-0.0013342499732971191,280,2540,1180
bias_medium,archived_original,fixed_0.20,0.2,2,0.1889956295490265,0.18886825442314148,0.18776096403598785,0.21022096276283264,0.04848095402121544,0.04845649003982544,0.05404715985059738,0.1485537737607956,0.3052056133747101,0.3091975748538971,0.30286452174186707,True,True,True,0.515,0.545,0.35765743255615234,-0.0012346655130386353,280,2540,1180
bias_medium,archived_original,fixed_0.20,0.2,3,0.1889956295490265,0.18886825442314148,0.18799495697021484,0.210469588637352,0.048470400273799896,0.04845649003982544,0.05404715985059738,0.14853979647159576,0.30603140592575073,0.3091975748538971,0.30286452174186707,True,True,True,0.515,0.555,0.23939260840415955,-0.0010006725788116455,280,2540,1180
bias_medium,archived_original,fixed_0.20,0.2,4,0.1889956295490265,0.18886825442314148,0.18820655345916748,0.21070659160614014,0.04846230894327164,0.04845649003982544,0.05404715985059738,0.14857332408428192,0.30667844414711,0.3091975748538971,0.30286452174186707,True,True,True,0.51,0.555,0.1682693213224411,-0.0007890760898590088,280,2540,1180
jump_medium,matched_protocol_recomputed,default,0.3028247952461242,1,0.2633684277534485,0.24652285873889923,0.24626390635967255,0.29268959164619446,0.0,0.0,0.026686185970902443,0.26895222067832947,0.39922380447387695,0.4298751950263977,0.3908238410949707,True,True,True,0.55,0.86,0.6011190414428711,-0.01710452139377594,986,1675,1339
jump_medium,matched_protocol_recomputed,default,0.3028247952461242,2,0.2633684277534485,0.24652285873889923,0.2510007917881012,0.29724183678627014,0.0,0.0,0.026686185970902443,0.2748870253562927,0.40595030784606934,0.4298751950263977,0.3908238410949707,True,True,True,0.43,0.87,0.41514095664024353,-0.01236763596534729,986,1675,1339
jump_medium,matched_protocol_recomputed,default,0.3028247952461242,3,0.2633684277534485,0.24652285873889923,0.2543805241584778,0.30082353949546814,0.0,0.0,0.026686185970902443,0.27871742844581604,0.4112549424171448,0.4298751950263977,0.3908238410949707,True,True,True,0.36,0.865,0.29131880402565,-0.008987903594970703,986,1675,1339
jump_medium,matched_protocol_recomputed,default,0.3028247952461242,4,0.2633684277534485,0.24652285873889923,0.2567828297615051,0.30353912711143494,0.0,0.0,0.026686185970902443,0.28113749623298645,0.41540399193763733,0.4298751950263977,0.3908238410949707,True,True,True,0.335,0.875,0.20736421644687653,-0.006585597991943359,986,1675,1339
jump_medium,matched_protocol_recomputed,fixed_0.02,0.02,1,0.2633684277534485,0.24652285873889923,0.239944726228714,0.28755059838294983,0.0,0.0,0.026686185970902443,,0.3184402585029602,0.3495267927646637,0.3184402287006378,True,True,True,0.91,0.85,0.8858914375305176,-0.023423701524734497,986,0,3014
jump_medium,matched_protocol_recomputed,fixed_0.02,0.02,2,0.2633684277534485,0.24652285873889923,0.239944726228714,0.28755056858062744,0.0,0.0,0.026686185970902443,,0.3184402883052826,0.3495267927646637,0.3184402287006378,True,True,True,0.88,0.85,0.88588947057724,-0.023423701524734497,986,0,3014
