degradation,conditional_source,delta0_label,delta0,gamma,method,confidence_bin,N_frames,ADE_mean,ADE_std,ADE_median,ADE_min,ADE_max,ADE_p25,ADE_p75
gaussian_medium,archived_original,fixed_0.02,0.02,2,cond_residual_t20,high,37,0.037377989146153666,0.020114269018717393,0.03491566330194473,0.00617403956130147,0.08774104714393616,0.022758372128009796,0.046815335750579834
gaussian_medium,archived_original,fixed_0.02,0.02,2,cond_residual_t20,mid,400,0.04484717663726769,0.02645283388218115,0.04056139849126339,0.0012751675676554441,0.1522614061832428,0.0242421249859035,0.06045431736856699
gaussian_medium,archived_original,fixed_0.02,0.02,2,cond_residual_t20,low,3563,0.057103496832433806,0.032050298749121554,0.05236388370394707,0.0012107033981010318,0.23924212157726288,0.033410634845495224,0.07534497603774071
gaussian_medium,archived_original,fixed_0.02,0.02,2,gamma_2,high,37,0.00526986805709532,0.0019246665334264337,0.004803929943591356,0.0015559615567326546,0.01102654542773962,0.004131547175347805,0.006187559571117163
gaussian_medium,archived_original,fixed_0.02,0.02,2,gamma_2,mid,400,0.019460214647551766,0.01085953140208898,0.017416195012629032,0.0009144815267063677,0.05709981173276901,0.011322815669700503,0.025867582764476538
gaussian_medium,archived_original,fixed_0.02,0.02,2,gamma_2,low,3563,0.053598272158975245,0.031394437717272856,0.04835278168320656,0.00029388797702267766,0.2390957623720169,0.030396023765206337,0.07155444100499153
gaussian_medium,archived_original,fixed_0.02,0.02,3,noisy,high,37,0.005147957438099626,0.0015364130452185996,0.0057406947016716,0.0016955116298049688,0.007079666946083307,0.003779937280341983,0.006517678964883089
gaussian_medium,archived_original,fixed_0.02,0.02,3,noisy,mid,400,0.017097979376558214,0.004585163682649909,0.017698667012155056,0.007150203455239534,0.02406563051044941,0.013358427910134196,0.02102242223918438
gaussian_medium,archived_original,fixed_0.02,0.02,3,noisy,low,3563,0.068267364407791,0.02907196681092877,0.0636676698923111,0.02408016100525856,0.19743014872074127,0.04512957111001015,0.087156742811203
gaussian_medium,archived_original,fixed_0.02,0.02,3,cond_residual_t20,high,37,0.037377989146153666,0.020114269018717393,0.03491566330194473,0.00617403956130147,0.08774104714393616,0.022758372128009796,0.046815335750579834
gaussian_medium,archived_original,fixed_0.02,0.02,3,cond_residual_t20,mid,400,0.04484717663726769,0.02645283388218115,0.04056139849126339,0.0012751675676554441,0.1522614061832428,0.0242421249859035,0.06045431736856699
gaussian_medium,archived_original,fixed_0.02,0.02,3,cond_residual_t20,low,3563,0.057103496832433806,0.032050298749121554,0.05236388370394707,0.0012107033981010318,0.23924212157726288,0.033410634845495224,0.07534497603774071
gaussian_medium,archived_original,fixed_0.02,0.02,3,gamma_3,high,37,0.005085202846424402,0.0014819725509654913,0.005614771042019129,0.0016840486787259579,0.007475127931684256,0.0038350012619048357,0.00617403956130147
gaussian_medium,archived_original,fixed_0.02,0.02,3,gamma_3,mid,400,0.016808532261056826,0.008051771934940314,0.015634766779839993,0.0009651838336139917,0.04506489261984825,0.01100242929533124,0.02120440173894167
gaussian_medium,archived_original,fixed_0.02,0.02,3,gamma_3,low,3563,0.05260277489174618,0.031177807440498022,0.04696890339255333,0.0005028509185649455,0.23902271687984467,0.029354956932365894,0.070241279900074
gaussian_medium,archived_original,fixed_0.02,0.02,4,noisy,high,37,0.005147957438099626,0.0015364130452185996,0.0057406947016716,0.0016955116298049688,0.007079666946083307,0.003779937280341983,0.006517678964883089
gaussian_medium,archived_original,fixed_0.02,0.02,4,noisy,mid,400,0.017097979376558214,0.004585163682649909,0.017698667012155056,0.007150203455239534,0.02406563051044941,0.013358427910134196,0.02102242223918438
gaussian_medium,archived_original,fixed_0.02,0.02,4,noisy,low,3563,0.068267364407791,0.02907196681092877,0.0636676698923111,0.02408016100525856,0.19743014872074127,0.04512957111001015,0.087156742811203
gaussian_medium,archived_original,fixed_0.02,0.02,4,cond_residual_t20,high,37,0.037377989146153666,0.020114269018717393,0.03491566330194473,0.00617403956130147,0.08774104714393616,0.022758372128009796,0.046815335750579834
gaussian_medium,archived_original,fixed_0.02,0.02,4,cond_residual_t20,mid,400,0.04484717663726769,0.02645283388218115,0.04056139849126339,0.0012751675676554441,0.1522614061832428,0.0242421249859035,0.06045431736856699
gaussian_medium,archived_original,fixed_0.02,0.02,4,cond_residual_t20,low,3563,0.057103496832433806,0.032050298749121554,0.05236388370394707,0.0012107033981010318,0.23924212157726288,0.033410634845495224,0.07534497603774071
gaussian_medium,archived_original,fixed_0.02,0.02,4,gamma_4,high,37,0.005122265171234471,0.0015069330832763693,0.00569130526855588,0.0016945862444117665,0.006981463637202978,0.003789470996707678,0.006464725360274315
gaussian_medium,archived_original,fixed_0.02,0.02,4,gamma_4,mid,400,0.016337351244292222,0.006119269921092835,0.015856865793466568,0.0028980171773582697,0.03833116963505745,0.011563700390979648,0.019539174623787403
gaussian_medium,archived_original,fixed_0.02,0.02,4,gamma_4,low,3563,0.051987917211651434,0.030877682885287874,0.04617099463939667,0.000525413197465241,0.23894967138767242,0.029020117595791817,0.06926872208714485
gaussian_medium,archived_original,fixed_0.05,0.05,1,noisy,high,242,0.012042272157682306,0.00398189077378154,0.012553373351693153,0.0016955116298049688,0.017802473157644272,0.009365448728203773,0.01519227190874517
gaussian_medium,archived_original,fixed_0.05,0.05,1,noisy,mid,1821,0.04085973636919754,0.011713791344575647,0.04218108579516411,0.017884043976664543,0.06017502024769783,0.03137599676847458,0.050669003278017044
gaussian_medium,archived_original,fixed_0.05,0.05,1,noisy,low,1937,0.089285738652723,0.022404140664472043,0.08469399809837341,0.06021313741803169,0.19743014872074127,0.07183132320642471,0.10205511748790741
gaussian_medium,archived_original,fixed_0.05,0.05,1,cond_residual_t20,high,242,0.0438052353695466,0.02680849518912199,0.04024373181164265,0.002704634563997388,0.1522614061832428,0.022975163999944925,0.05774347297847271
gaussian_medium,archived_original,fixed_0.05,0.05,1,cond_residual_t20,mid,1821,0.04796001768273592,0.02688481489632312,0.04390404000878334,0.0012107033981010318,0.1733277291059494,0.028377043083310127,0.06258025765419006
gaussian_medium,archived_original,fixed_0.05,0.05,1,cond_residual_t20,low,1937,0.06445304920370885,0.034002850626030603,0.06124106049537659,0.004111028276383877,0.23924212157726288,0.03920770436525345,0.08461348712444305
gaussian_medium,archived_original,fixed_0.05,0.05,1,gamma_1,high,242,0.0140692442132416,0.00829005282338149,0.012640641070902348,0.0004597637162078172,0.04683470353484154,0.0073469283524900675,0.018626619130373
gaussian_medium,archived_original,fixed_0.05,0.05,1,gamma_1,mid,1821,0.036119570914255855,0.019060195295600497,0.03367622196674347,0.00014642192400060594,0.12295125424861908,0.02216813713312149,0.04717288166284561
gaussian_medium,archived_original,fixed_0.05,0.05,1,gamma_1,low,1937,0.0640368472320058,0.03164008318074406,0.06143636628985405,0.002352084033191204,0.2337975651025772,0.04170163348317146,0.08263789117336273
gaussian_medium,archived_original,fixed_0.05,0.05,2,noisy,high,242,0.012042272157682306,0.00398189077378154,0.012553373351693153,0.0016955116298049688,0.017802473157644272,0.009365448728203773,0.01519227190874517
gaussian_medium,archived_original,fixed_0.05,0.05,2,noisy,mid,1821,0.04085973636919754,0.011713791344575647,0.04218108579516411,0.017884043976664543,0.06017502024769783,0.03137599676847458,0.050669003278017044
gaussian_medium,archived_original,fixed_0.05,0.05,2,noisy,low,1937,0.089285738652723,0.022404140664472043,0.08469399809837341,0.06021313741803169,0.19743014872074127,0.07183132320642471,0.10205511748790741
gaussian_medium,archived_original,fixed_0.05,0.05,2,cond_residual_t20,high,242,0.0438052353695466,0.02680849518912199,0.04024373181164265,0.002704634563997388,0.1522614061832428,0.022975163999944925,0.05774347297847271
gaussian_medium,archived_original,fixed_0.05,0.05,2,cond_residual_t20,mid,1821,0.04796001768273592,0.02688481489632312,0.04390404000878334,0.0012107033981010318,0.1733277291059494,0.028377043083310127,0.06258025765419006
gaussian_medium,archived_original,fixed_0.05,0.05,2,cond_residual_t20,low,1937,0.06445304920370885,0.034002850626030603,0.06124106049537659,0.004111028276383877,0.23924212157726288,0.03920770436525345,0.08461348712444305
gaussian_medium,archived_original,fixed_0.05,0.05,2,gamma_2,high,242,0.011972009823445907,0.004397744160156494,0.01195887429639697,0.0016719064442440867,0.024417944252490997,0.008779433090239763,0.015686093596741557
gaussian_medium,archived_original,fixed_0.05,0.05,2,gamma_2,mid,1821,0.03553389465919134,0.014464781951928221,0.03361450508236885,0.006301492918282747,0.0996529757976532,0.024527020752429962,0.04469069093465805
gaussian_medium,archived_original,fixed_0.05,0.05,2,gamma_2,low,1937,0.06590466982177538,0.028608587625079233,0.06293915212154388,0.0014451340539380908,0.22866344451904297,0.04659666866064072,0.08219213783740997
gaussian_medium,archived_original,fixed_0.05,0.05,3,noisy,high,242,0.012042272157682306,0.00398189077378154,0.012553373351693153,0.0016955116298049688,0.017802473157644272,0.009365448728203773,0.01519227190874517
gaussian_medium,archived_original,fixed_0.05,0.05,3,noisy,mid,1821,0.04085973636919754,0.011713791344575647,0.04218108579516411,0.017884043976664543,0.06017502024769783,0.03137599676847458,0.050669003278017044
gaussian_medium,archived_original,fixed_0.05,0.05,3,noisy,low,1937,0.089285738652723,0.022404140664472043,0.08469399809837341,0.06021313741803169,0.19743014872074127,0.07183132320642471,0.10205511748790741
gaussian_medium,archived_original,fixed_0.05,0.05,3,cond_residual_t20,high,242,0.0438052353695466,0.02680849518912199,0.04024373181164265,0.002704634563997388,0.1522614061832428,0.022975163999944925,0.05774347297847271
gaussian_medium,archived_original,fixed_0.05,0.05,3,cond_residual_t20,mid,1821,0.04796001768273592,0.02688481489632312,0.04390404000878334,0.0012107033981010318,0.1733277291059494,0.028377043083310127,0.06258025765419006
gaussian_medium,archived_original,fixed_0.05,0.05,3,cond_residual_t20,low,1937,0.06445304920370885,0.034002850626030603,0.06124106049537659,0.004111028276383877,0.23924212157726288,0.03920770436525345,0.08461348712444305
gaussian_medium,archived_original,fixed_0.05,0.05,3,gamma_3,high,242,0.011998171936855305,0.003984827523326168,0.012563738971948624,0.0016946966061368585,0.019688066095113754,0.009273575386032462,0.015252669109031558
gaussian_medium,archived_original,fixed_0.05,0.05,3,gamma_3,mid,1821,0.03708797088736757,0.011820418303439035,0.036108143627643585,0.015769045799970627,0.08458533138036728,0.02772081084549427,0.04469956085085869
gaussian_medium,archived_original,fixed_0.05,0.05,3,gamma_3,low,1937,0.06852399259392186,0.025599530195158437,0.06494861096143723,0.0021666185930371284,0.223822221159935,0.05152066424489021,0.0823039636015892
gaussian_medium,archived_original,fixed_0.05,0.05,4,noisy,high,242,0.012042272157682306,0.00398189077378154,0.012553373351693153,0.0016955116298049688,0.017802473157644272,0.009365448728203773,0.01519227190874517
gaussian_medium,archived_original,fixed_0.05,0.05,4,noisy,mid,1821,0.04085973636919754,0.011713791344575647,0.04218108579516411,0.017884043976664543,0.06017502024769783,0.03137599676847458,0.050669003278017044
gaussian_medium,archived_original,fixed_0.05,0.05,4,noisy,low,1937,0.089285738652723,0.022404140664472043,0.08469399809837341,0.06021313741803169,0.19743014872074127,0.07183132320642471,0.10205511748790741
gaussian_medium,archived_original,fixed_0.05,0.05,4,cond_residual_t20,high,242,0.0438052353695466,0.02680849518912199,0.04024373181164265,0.002704634563997388,0.1522614061832428,0.022975163999944925,0.05774347297847271
gaussian_medium,archived_original,fixed_0.05,0.05,4,cond_residual_t20,mid,1821,0.04796001768273592,0.02688481489632312,0.04390404000878334,0.0012107033981010318,0.1733277291059494,0.028377043083310127,0.06258025765419006
gaussian_medium,archived_original,fixed_0.05,0.05,4,cond_residual_t20,low,1937,0.06445304920370885,0.034002850626030603,0.06124106049537659,0.004111028276383877,0.23924212157726288,0.03920770436525345,0.08461348712444305
gaussian_medium,archived_original,fixed_0.05,0.05,4,gamma_4,high,242,0.012029381956681916,0.003973908540733988,0.012514627072960138,0.0016955116298049688,0.018336372449994087,0.009382811840623617,0.015296890866011381
gaussian_medium,archived_original,fixed_0.05,0.05,4,gamma_4,mid,1821,0.038381312875090424,0.010934239429082832,0.0385526567697525,0.017503151670098305,0.07495983690023422,0.03004268929362297,0.04614585265517235
gaussian_medium,archived_original,fixed_0.05,0.05,4,gamma_4,low,1937,0.07114342421679827,0.023064817771921837,0.06702281534671783,0.01368793100118637,0.21925733983516693,0.05562702193856239,0.0830349326133728
gaussian_medium,archived_original,fixed_0.10,0.1,1,noisy,high,876,0.023134774234747624,0.008379068786680871,0.024107422679662704,0.0016955116298049688,0.03566663712263107,0.01691196160390973,0.030135874170809984
gaussian_medium,archived_original,fixed_0.10,0.1,1,noisy,mid,2931,0.0694376357009044,0.021908051671482815,0.06663654744625092,0.035668712109327316,0.12037605792284012,0.05071510374546051,0.08576594293117523
gaussian_medium,archived_original,fixed_0.10,0.1,1,noisy,low,193,0.1371943683513088,0.014578121869369907,0.13366082310676575,0.1205579861998558,0.19743014872074127,0.12569934129714966,0.14456796646118164
gaussian_medium,archived_original,fixed_0.10,0.1,1,cond_residual_t20,high,876,0.04462694554187285,0.026001277136713817,0.04029167257249355,0.0012107033981010318,0.1522614061832428,0.0255167493596673,0.059202324599027634
gaussian_medium,archived_original,fixed_0.10,0.1,1,cond_residual_t20,mid,2931,0.05654870479202285,0.030714096525184784,0.052499737590551376,0.001533884322270751,0.21120330691337585,0.033825693652033806,0.07418690249323845
gaussian_medium,archived_original,fixed_0.10,0.1,1,cond_residual_t20,low,193,0.09297490894910276,0.03853042393822499,0.0904446393251419,0.017632175236940384,0.23924212157726288,0.06893689930438995,0.11706109344959259
gaussian_medium,archived_original,fixed_0.10,0.1,1,gamma_1,high,876,0.0216342273108995,0.010249228177030343,0.020499696023762226,0.0013465330703184009,0.06292860209941864,0.014309667283669114,0.028498448431491852
gaussian_medium,archived_original,fixed_0.10,0.1,1,gamma_1,mid,2931,0.05499021662613653,0.023307938636327612,0.05172711983323097,0.002384047955274582,0.16840173304080963,0.038007210940122604,0.06867379695177078
gaussian_medium,archived_original,fixed_0.10,0.1,1,gamma_1,low,193,0.10153017881196089,0.03094430110942542,0.0989583283662796,0.021654503419995308,0.21636468172073364,0.08442597836256027,0.1195940226316452
gaussian_medium,archived_original,fixed_0.10,0.1,2,noisy,high,876,0.023134774234747624,0.008379068786680871,0.024107422679662704,0.0016955116298049688,0.03566663712263107,0.01691196160390973,0.030135874170809984
gaussian_medium,archived_original,fixed_0.10,0.1,2,noisy,mid,2931,0.0694376357009044,0.021908051671482815,0.06663654744625092,0.035668712109327316,0.12037605792284012,0.05071510374546051,0.08576594293117523
gaussian_medium,archived_original,fixed_0.10,0.1,2,noisy,low,193,0.1371943683513088,0.014578121869369907,0.13366082310676575,0.1205579861998558,0.19743014872074127,0.12569934129714966,0.14456796646118164
gaussian_medium,archived_original,fixed_0.10,0.1,2,cond_residual_t20,high,876,0.04462694554187285,0.026001277136713817,0.04029167257249355,0.0012107033981010318,0.1522614061832428,0.0255167493596673,0.059202324599027634
gaussian_medium,archived_original,fixed_0.10,0.1,2,cond_residual_t20,mid,2931,0.05654870479202285,0.030714096525184784,0.052499737590551376,0.001533884322270751,0.21120330691337585,0.033825693652033806,0.07418690249323845
gaussian_medium,archived_original,fixed_0.10,0.1,2,cond_residual_t20,low,193,0.09297490894910276,0.03853042393822499,0.0904446393251419,0.017632175236940384,0.23924212157726288,0.06893689930438995,0.11706109344959259
gaussian_medium,archived_original,fixed_0.10,0.1,2,gamma_2,high,876,0.022499064192735084,0.008144743830234743,0.023456807248294353,0.0016894855070859194,0.04220322519540787,0.01670243265107274,0.02870660973712802
gaussian_medium,archived_original,fixed_0.10,0.1,2,gamma_2,mid,2931,0.06067136388319074,0.01918882922123964,0.057654667645692825,0.025849293917417526,0.14177162945270538,0.04566417075693607,0.07287410274147987
gaussian_medium,archived_original,fixed_0.10,0.1,2,gamma_2,low,193,0.10954933957114739,0.0243180819692003,0.10732975602149963,0.05086188390851021,0.19897150993347168,0.09536375850439072,0.1221400797367096
gaussian_medium,archived_original,fixed_0.10,0.1,3,noisy,high,876,0.023134774234747624,0.008379068786680871,0.024107422679662704,0.0016955116298049688,0.03566663712263107,0.01691196160390973,0.030135874170809984
gaussian_medium,archived_original,fixed_0.10,0.1,3,noisy,mid,2931,0.0694376357009044,0.021908051671482815,0.06663654744625092,0.035668712109327316,0.12037605792284012,0.05071510374546051,0.08576594293117523
gaussian_medium,archived_original,fixed_0.10,0.1,3,noisy,low,193,0.1371943683513088,0.014578121869369907,0.13366082310676575,0.1205579861998558,0.19743014872074127,0.12569934129714966,0.14456796646118164
gaussian_medium,archived_original,fixed_0.10,0.1,3,cond_residual_t20,high,876,0.04462694554187285,0.026001277136713817,0.04029167257249355,0.0012107033981010318,0.1522614061832428,0.0255167493596673,0.059202324599027634
gaussian_medium,archived_original,fixed_0.10,0.1,3,cond_residual_t20,mid,2931,0.05654870479202285,0.030714096525184784,0.052499737590551376,0.001533884322270751,0.21120330691337585,0.033825693652033806,0.07418690249323845
gaussian_medium,archived_original,fixed_0.10,0.1,3,cond_residual_t20,low,193,0.09297490894910276,0.03853042393822499,0.0904446393251419,0.017632175236940384,0.23924212157726288,0.06893689930438995,0.11706109344959259
gaussian_medium,archived_original,fixed_0.10,0.1,3,gamma_3,high,876,0.022962562987563884,0.008253016688540898,0.02394088264554739,0.0016953926533460617,0.037358738481998444,0.016877933871001005,0.029803466983139515
gaussian_medium,archived_original,fixed_0.10,0.1,3,gamma_3,mid,2931,0.06435401422991276,0.018762570174671794,0.061799466609954834,0.03318273276090622,0.12520594894886017,0.04899114556610584,0.07739760354161263
