condition,zeta,seed,trajectory_id,finite,first_nonfinite_step,first_nonfinite_stage,max_grad_norm,max_update_to_x_ratio,max_x_after_max_abs,ADE,acceleration_RMS,weighted_residual_norm_last,unweighted_residual_norm_last,sigma_obs_min,sigma_obs_mean,sigma_obs_max,anchor_y0_x,anchor_y0_y,anchor_error,anchor_anomaly_threshold,anchor_obvious_anomaly,update_to_x_ratio_t99,update_to_x_ratio_t80,update_to_x_ratio_t60,update_to_x_ratio_t40,update_to_x_ratio_t20,update_to_x_ratio_t0
gaussian_medium,3.0,42,0,True,,none,69.0738754272461,4.879530815820055,126.19573974609375,18.71257209777832,2.1805708408355713,1080.7960205078125,67.15086364746094,0.05593911185860634,0.06244750693440437,0.06826062500476837,1.4485198259353638,2.665743827819824,2.5430591106414795,4.015322685241699,False,0.6123931219202897,0.40898278882177597,0.08004014284298648,0.37690820850083717,0.9710428923876957,1.7473293146923283
gaussian_medium,3.0,42,1,True,,none,53.61503601074219,6.515319659396521,82.04524993896484,14.860026359558105,2.011137008666992,1334.12060546875,85.18338775634766,0.053872618824243546,0.0632532611489296,0.06803423166275024,0.20829349756240845,0.7525063157081604,2.328446626663208,4.015322685241699,False,1.078337853356966,0.3774665171906125,0.04558453275863663,0.3970495805254309,1.1004260698683037,1.4937428254610818
gaussian_medium,3.0,42,2,True,,none,58.211185455322266,10.622928184582063,113.65591430664062,11.153346061706543,2.1436901092529297,1600.706298828125,99.69174194335938,0.056917812675237656,0.062448352575302124,0.06781133264303207,0.9472782611846924,1.2559219598770142,0.688651442527771,4.015322685241699,False,0.8837502017777884,0.29423781625412304,0.07829886088725756,0.4037932768783263,1.4906895508740579,1.3844703536277052
bias_medium,0.3,42,0,True,,none,28.176584243774414,1.945108639082296,2.508716583251953,3.02042818069458,0.24991194903850555,124.61772155761719,7.904600143432617,0.0634307861328125,0.0634307861328125,0.0634307935833931,1.4789915084838867,2.5617454051971436,2.4371025562286377,3.875974655151367,False,0.1591203288962412,0.048281517949524365,0.11638565220033452,0.5938796630838842,1.0443438029814702,1.7425185087322002
bias_medium,0.3,42,1,True,,none,29.480384826660156,2.0795717650201566,2.2842600345611572,2.7744412422180176,0.15617457032203674,129.70909118652344,7.849474906921387,0.06051599234342575,0.06051599979400635,0.06051599979400635,0.23271645605564117,0.820324182510376,2.301293134689331,3.875974655151367,False,0.11501112304535197,0.14667479917969317,0.10760806960530116,0.4477627027736485,1.1974845085151495,1.928465225882449
bias_medium,0.3,42,2,True,,none,27.212045669555664,2.081122831964617,2.176450490951538,2.7560031414031982,0.5086044073104858,107.21347045898438,7.021475315093994,0.06549060344696045,0.06549060344696045,0.06549061089754105,1.091874599456787,1.2661525011062622,0.7717368006706238,3.875974655151367,False,0.09513720980758493,0.06454049342701718,0.07397729289640077,0.09825715112907787,0.9159978948815969,2.0233943231201725
bias_medium,1.0,42,0,True,,none,30.9448299407959,2.4955218466421334,12.942225456237793,5.331923484802246,0.5110421180725098,539.5409545898438,34.223506927490234,0.0634307861328125,0.0634307861328125,0.0634307935833931,1.4789915084838867,2.5617454051971436,2.4371025562286377,3.875974655151367,False,0.530401060369256,0.4365701533837021,0.13227171360293155,0.5234062419198446,1.0950961165091808,1.4140921139985252
bias_medium,1.0,42,1,True,,none,29.54127311706543,1.7560801027695796,10.222052574157715,4.0902509689331055,0.8528074026107788,595.8953247070312,36.06119918823242,0.06051599234342575,0.06051599979400635,0.06051599979400635,0.23271645605564117,0.820324182510376,2.301293134689331,3.875974655151367,False,0.38337041015117324,0.3223511147346994,0.514861942057539,1.0907148321704054,0.9865403714006722,1.2274348475764243
bias_medium,1.0,42,2,True,,none,27.22849464416504,2.5095577164752245,8.64973258972168,6.869355201721191,0.6776440739631653,315.203125,20.642841339111328,0.06549060344696045,0.06549060344696045,0.06549061089754105,1.091874599456787,1.2661525011062622,0.7717368006706238,3.875974655151367,False,0.31712405668882404,0.21325043859561413,0.2903752052817054,1.282251494846569,1.9592280534205062,2.1828887656766187
bias_medium,3.0,42,0,True,,none,57.691253662109375,6.961273118201736,89.81602478027344,16.557207107543945,2.3546764850616455,1055.284423828125,66.9375228881836,0.0634307861328125,0.0634307861328125,0.0634307935833931,1.4789915084838867,2.5617454051971436,2.4371025562286377,3.875974655151367,False,1.591203288962412,0.3342136724220851,0.08954906183491801,0.4690488659043626,1.104899789542197,1.6638832292827874
bias_medium,3.0,42,1,True,,none,66.45864868164062,5.048756115899812,112.414794921875,17.24065589904785,1.9855470657348633,1318.38818359375,79.7835693359375,0.06051599234342575,0.06051599979400635,0.06051599979400635,0.23271645605564117,0.820324182510376,2.301293134689331,3.875974655151367,False,1.1501111584736752,0.4386400680891848,0.08765587723097074,0.3662594270014419,0.983330643956469,1.6847194423733411
bias_medium,3.0,42,2,True,,none,58.8597412109375,4.028474315908351,99.20922088623047,20.534284591674805,2.521021604537964,769.6173706054688,50.402706146240234,0.06549060344696045,0.06549060344696045,0.06549061089754105,1.091874599456787,1.2661525011062622,0.7717368006706238,3.875974655151367,False,0.9513722060617835,0.34223661403474037,0.12296421488816676,0.6593911431838622,1.338997818871784,1.758964316708319
