degradation,coarse_method,alpha,ADE,FDE,RMSE,masked_ADE,masked_RMSE,off_map_ratio,wall_crossing_count,coarse_ADE,coarse_masked_ADE,improvement_ADE,improvement_masked_ADE,improves_over_identity,improves_over_light_savgol
missing_drift,linear_interp,1.0,0.046504467725753784,0.03825400024652481,0.04298446699976921,0.10367095470428467,0.08252082765102386,0.00017187370055165915,0.0,0.03147627040743828,0.028530020266771317,-0.47744529843548855,-2.633749774269505,0.0,0.0
missing_drift,savgol_w5_p2,0.0,0.031482718884944916,0.0382571741938591,0.024246132001280785,0.02841150015592575,0.02245047688484192,9.009508496659551e-05,0.0,0.031482718884944916,0.02841150015592575,0.0,0.0,0.0,0.0
missing_drift,savgol_w5_p2,0.05,0.031613998115062714,0.0382571741938591,0.024353591725230217,0.02906796522438526,0.023024672642350197,9.009508496659551e-05,0.0,0.031482718884944916,0.02841150015592575,-0.004169882232775511,-0.023105610927151014,0.0,0.0
missing_drift,savgol_w5_p2,0.1,0.03189639374613762,0.0382571741938591,0.02458450384438038,0.03047989495098591,0.024220602586865425,9.009508496659551e-05,0.0,0.031482718884944916,0.02841150015592575,-0.013139743829130437,-0.07280132283436484,0.0,0.0
missing_drift,savgol_w5_p2,0.25,0.033465996384620667,0.0382571741938591,0.025976285338401794,0.03832795098423958,0.030634727329015732,9.425331965736146e-05,0.0,0.031482718884944916,0.02841150015592575,-0.06299575036462804,-0.3490294695419512,0.0,0.0
missing_drift,savgol_w5_p2,0.5,0.037361569702625275,0.0382571741938591,0.03022601827979088,0.05780578404664993,0.04618125036358833,0.0001150444931111912,0.0,0.031482718884944916,0.02841150015592575,-0.18673262748255312,-1.0345910539536736,0.0,0.0
missing_drift,savgol_w5_p2,0.75,0.041835151612758636,0.0382571741938591,0.0361165925860405,0.08017369359731674,0.06392721831798553,0.00013999390125578686,0.0,0.031482718884944916,0.02841150015592575,-0.3288290558908579,-1.8218747041625332,0.0,0.0
missing_drift,savgol_w5_p2,1.0,0.04652230814099312,0.0382571741938591,0.04297855123877525,0.10360944271087646,0.08246471732854843,0.0001704876223214038,0.0,0.031482718884944916,0.02841150015592575,-0.477709352582002,-2.6467431195908455,0.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.0,0.035723574459552765,0.02677721530199051,0.03120294399559498,0.05896801874041557,0.0504668764770031,0.00017325977878191446,0.0,0.035723574459552765,0.05896801874041557,0.0,0.0,0.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.05,0.0355134941637516,0.02677721530199051,0.03089541383087635,0.05791763216257095,0.04951181635260582,0.00016771546586089319,0.0,0.035723574459552765,0.05896801874041557,0.005880718796463706,0.017812817867742,1.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.1,0.03538908809423447,0.02677721530199051,0.030690332874655724,0.057295627892017365,0.04886990040540695,0.00016217115293987194,0.0,0.035723574459552765,0.05896801874041557,0.009363183006700889,0.028360980818437832,1.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.25,0.035529766231775284,0.02677721530199051,0.03070511482656002,0.05799895524978638,0.04891632869839668,0.00014692429240706345,0.0,0.035723574459552765,0.05896801874041557,0.0054252193603111076,0.016433712906230274,1.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.5,0.03728555142879486,0.02677721530199051,0.032766569405794144,0.06677788496017456,0.05519990995526314,0.00013583566656502093,0.0,0.035723574459552765,0.05896801874041557,-0.0437239831924045,-0.1324424049947985,0.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,0.75,0.0403817743062973,0.02677721530199051,0.03696155548095703,0.08225900679826736,0.06715334951877594,0.00013722174479527624,0.0,0.035723574459552765,0.05896801874041557,-0.1303956817652355,-0.3949766085983246,0.0,0.0
missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,1.0,0.04426386207342148,0.02677721530199051,0.04266531765460968,0.10166944563388824,0.08234339207410812,0.0001593989964793613,0.0,0.035723574459552765,0.05896801874041557,-0.23906587577170552,-0.7241455250760513,0.0,0.0
missing_noise,linear_interp,0.0,0.0362795889377594,0.03753507137298584,0.029038436710834503,0.031153807416558266,0.024988939985632896,0.00015524076178859535,0.0,0.0362795889377594,0.031153807416558266,0.0,0.0,0.0,1.0
missing_noise,linear_interp,0.05,0.03630747273564339,0.03753507137298584,0.029063845053315163,0.031293246895074844,0.025136202573776245,0.00015662684001885066,0.0,0.0362795889377594,0.031153807416558266,-0.000768580866002213,-0.0044758406782236995,0.0,1.0
missing_noise,linear_interp,0.1,0.036483198404312134,0.03753507137298584,0.02919224463403225,0.032171886414289474,0.0258694626390934,0.00015524076178859535,0.0,0.0362795889377594,0.031153807416558266,-0.005612231905439807,-0.0326791195733623,0.0,1.0
missing_noise,linear_interp,0.25,0.037757758051157,0.03753507137298584,0.030176980420947075,0.0385446771979332,0.03100879117846489,0.0001593989964793613,0.0,0.0362795889377594,0.031153807416558266,-0.040743821985787056,-0.23723809043791802,0.0,0.0
