method,method_label,missing_condition,trajectory_idx,seed_idx,case_id,population_unit,span_start,span_end,masked_ADE,masked_RMSE,endpoint_error,path_length_error,acceleration_error
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,207,3,traj207_seed3,trajectory_seed,8,11,0.3466017246246338,0.2651766538619995,0.5079147219657898,0.3093389868736267,0.04335162416100502
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,207,4,traj207_seed4,trajectory_seed,8,11,0.8122962713241577,0.6400972604751587,1.3214399814605713,0.00010669231414794922,0.07125547528266907
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,208,0,traj208_seed0,trajectory_seed,8,11,0.2398504614830017,0.18996554613113403,0.3966304361820221,0.5442733764648438,0.041106194257736206
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,208,1,traj208_seed1,trajectory_seed,8,11,0.7086763381958008,0.5688214302062988,1.247424602508545,1.6716539859771729,0.0908006876707077
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,208,2,traj208_seed2,trajectory_seed,8,11,0.2416740208864212,0.20972922444343567,0.5036491751670837,0.473447322845459,0.05163300409913063
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,208,3,traj208_seed3,trajectory_seed,8,11,0.22002188861370087,0.17854973673820496,0.40288639068603516,0.5593843460083008,0.04288633540272713
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,208,4,traj208_seed4,trajectory_seed,8,11,0.37547338008880615,0.3080032467842102,0.6931520104408264,0.7892827987670898,0.051314566284418106
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,209,0,traj209_seed0,trajectory_seed,8,11,0.589001476764679,0.47036048769950867,1.023705005645752,1.0772783756256104,0.056903690099716187
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,209,1,traj209_seed1,trajectory_seed,8,11,0.20505616068840027,0.17339056730270386,0.4043138921260834,0.3906440734863281,0.030889932066202164
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,209,2,traj209_seed2,trajectory_seed,8,11,0.23180094361305237,0.19944769144058228,0.4788130223751068,0.4372258186340332,0.04384145885705948
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,209,3,traj209_seed3,trajectory_seed,8,11,0.5214792490005493,0.42121705412864685,0.9072602391242981,0.8337950706481934,0.04958319664001465
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,209,4,traj209_seed4,trajectory_seed,8,11,0.9277239441871643,0.7391127347946167,1.599910020828247,1.4794468879699707,0.08719106763601303
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,210,0,traj210_seed0,trajectory_seed,8,11,1.199798583984375,0.9550166726112366,1.9885528087615967,2.4665448665618896,0.1153131052851677
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,210,1,traj210_seed1,trajectory_seed,8,11,0.8283368349075317,0.6634634733200073,1.348319172859192,1.0326426029205322,0.08332686871290207
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,210,2,traj210_seed2,trajectory_seed,8,11,0.35058724880218506,0.2682288587093353,0.5135250687599182,0.592620849609375,0.041026707738637924
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,210,3,traj210_seed3,trajectory_seed,8,11,0.48857438564300537,0.3884844183921814,0.8082866072654724,0.6842179298400879,0.0559135302901268
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,210,4,traj210_seed4,trajectory_seed,8,11,1.3195903301239014,1.0256471633911133,2.138869047164917,2.6896004676818848,0.14259210228919983
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,211,0,traj211_seed0,trajectory_seed,8,11,0.7783399820327759,0.5999289155006409,1.2282172441482544,1.4949171543121338,0.08463280647993088
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,211,1,traj211_seed1,trajectory_seed,8,11,0.5351347923278809,0.4094352722167969,0.8141506910324097,0.6860780715942383,0.05461559444665909
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,211,2,traj211_seed2,trajectory_seed,8,11,0.8933507204055786,0.6680493354797363,1.248125672340393,1.3927996158599854,0.10449595004320145
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,211,3,traj211_seed3,trajectory_seed,8,11,0.9076217412948608,0.6961178779602051,1.4097843170166016,1.5749866962432861,0.08731108158826828
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,211,4,traj211_seed4,trajectory_seed,8,11,0.8534325361251831,0.6947574615478516,1.4999576807022095,1.6055998802185059,0.10170236974954605
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,212,0,traj212_seed0,trajectory_seed,8,11,0.9473648071289062,0.7169733047485352,1.429958701133728,1.8831713199615479,0.12417368590831757
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,212,1,traj212_seed1,trajectory_seed,8,11,0.6504385471343994,0.4959210753440857,1.005188226699829,0.918010950088501,0.09683726727962494
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,212,2,traj212_seed2,trajectory_seed,8,11,0.8222240805625916,0.6551550626754761,1.4491175413131714,1.6235439777374268,0.1157696396112442
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,212,3,traj212_seed3,trajectory_seed,8,11,0.8501125574111938,0.6781080365180969,1.4652724266052246,2.0729477405548096,0.12296569347381592
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,212,4,traj212_seed4,trajectory_seed,8,11,0.963607668876648,0.7687204480171204,1.6713441610336304,2.051931858062744,0.16224904358386993
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,213,0,traj213_seed0,trajectory_seed,8,11,0.40305906534194946,0.3623015582561493,0.8700049519538879,1.4366028308868408,0.14691446721553802
