metric,real_mean,gen_mean,real_std,gen_std,real_median,gen_median,real_q10,gen_q10,real_q90,gen_q90,mean_ratio_gen_over_real,std_ratio_gen_over_real
step_norm_all,0.4575117528438568,0.399789422750473,0.32987913489341736,0.2419872134923935,0.4414747357368469,0.3573301434516907,0.0,0.13861705362796783,0.9259909391403198,0.758977472782135,0.8738341944815008,0.733563237441332
avg_speed,0.4575117826461792,0.399789422750473,0.27266067266464233,0.13295023143291473,0.41844460368156433,0.3599080443382263,0.12385063618421555,0.2694646716117859,0.8774188160896301,0.5480642318725586,0.8738341375599333,0.48760323686431983
total_length,8.692724227905273,7.595998764038086,5.180552959442139,2.5260543823242188,7.9504475593566895,6.838253021240234,2.3531620502471924,5.119829177856445,16.670957565307617,10.41322135925293,0.8738340888481386,0.4876032340995895
endpoint_displacement,7.973837375640869,4.259982109069824,5.615133285522461,3.663151979446411,7.76322078704834,2.7349400520324707,0.7983107566833496,1.0160274505615234,16.344005584716797,8.404218673706055,0.5342449191077205,0.6523713305911062
moving_ratio,0.871767046482185,0.9967105263157895,0.1623702211331593,0.012740076796734938,0.9473684210526315,1.0,0.631578947368421,1.0,1.0,1.0,1.143322082320689,0.07846313149783499
