zeta,mean_ADE_E3_fused,mean_ADE_DPS,ADE_delta,ADE_improvement_percent,high_conf_ratio_vs_E3,acceleration_ratio_vs_E3,likelihood_before,likelihood_after,likelihood_decreased,max_update_to_x_ratio,mean_update_to_x_ratio,finite_ok,nan_inf_cases,audit_decision
1e-05,0.13656741318603358,0.14727003686130047,0.010702623675266892,-7.836879549506927,2.5890864831016684,0.9503233320136562,0.35018908977508545,4.291632294654846,False,0.00027854592190124094,3.8560109058178365e-05,True,0,FAIL
3e-05,0.13656741318603358,0.14692755850652853,0.010360145320494951,-7.5861035065387465,2.5598296992236658,0.9503238157988771,0.35018908977508545,4.23517119884491,False,0.0008325572125613689,0.00011540738018488306,True,0,FAIL
0.0001,0.13656741318603358,0.1457800523688396,0.009212639182806015,-6.745854642685852,2.461223075269942,0.9503257175752631,0.35018908977508545,4.042932669321696,False,0.00275428663007915,0.0003814446269340503,True,0,FAIL
0.0003,0.13656741318603358,0.14293228896955648,0.006364875783522905,-4.660610928357121,2.211664840045521,0.9503333163396822,0.35018908977508545,3.5423971017201743,False,0.008407415822148323,0.0011144143419288513,True,0,FAIL
0.001,0.13656741318603358,0.13724193101127943,0.0006745178252458572,-0.4939083266716211,1.686777728119322,0.950384055400014,0.35018908977508545,2.3836403687795005,False,0.02727906033396721,0.003329974819078213,True,0,FAIL
