condition,method,aggregation,metric,status,N,mean,std,median,min,max,p05,p25,p75,p95,source_file
span10_fixed_seed42,linear_interp,deterministic,ADE,ok,1024,0.0007099206605682883,0.000894248714431302,0.00045341451186686754,0.0,0.006557915359735489,5.9604645663569045e-09,2.6485795387998223e-06,0.000971346817095764,0.0024704982992261606,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,FDE,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,RMSE,ok,1024,0.0016529912634894932,0.0020652008046712594,0.001070201920811087,0.0,0.014664139598608017,1.8848643534852272e-08,6.2390504353970755e-06,0.00227979855844751,0.005654641869477925,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,masked_ADE,ok,1024,0.007099206603858106,0.008942487139059237,0.004534145118668675,0.0,0.06557915359735489,5.960464477539063e-08,2.6485795387998223e-05,0.00971346814185381,0.02470498252660032,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,masked_RMSE,ok,1024,0.005227217344603033,0.00653073838105534,0.003384275594726205,0.0,0.046372078359127045,5.960464477539063e-08,1.9729609448404517e-05,0.007209355593658984,0.017881548311561336,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,endpoint_error,ok,1024,0.007141819581443887,0.009683404822720216,0.003961546812206507,0.0,0.07402679324150085,0.0,3.1685911380918697e-05,0.009645193116739392,0.025530829839408384,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,path_length_error,ok,1024,0.0021687846383429132,0.006775629922721093,0.00013428926467895508,0.0,0.08576247096061707,0.0,1.0710209608078003e-07,0.0013328753411769867,0.010354478657245599,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,acceleration_error,ok,1024,0.0031550134163284387,0.004084437622075965,0.0018830084009096026,0.0,0.03307722136378288,4.107601494496299e-08,1.3150596714694984e-05,0.0043057125294581056,0.011980964522808788,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,off_map_ratio,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,linear_interp,deterministic,wall_crossing_count,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,ADE,ok,1024,0.002903469614310719,0.0027241471097015726,0.0016872796695679426,5.755934040507782e-08,0.012966533191502094,0.0002686365231056698,0.0008426963613601401,0.004901221836917102,0.008337420318275682,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,FDE,ok,1024,0.0016455046637429277,0.0023391638761476,0.0008061789849307388,1.1920928955078125e-07,0.014926154166460037,1.4651652122665843e-06,0.00022712664940627292,0.0019158788491040468,0.006788601516745983,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,RMSE,ok,1024,0.0028878383381860384,0.0026667120360662475,0.001725166046526283,1.0662402871730592e-07,0.014130394905805588,0.0003496535238809884,0.0008715423609828576,0.004474980873055756,0.008239071490243078,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,masked_ADE,ok,1024,0.0067393240922206665,0.008553773180737072,0.004125745967030525,0.0,0.06079503148794174,1.094461636057531e-05,0.0006419814890250564,0.009091309504583478,0.024361232481896863,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,masked_RMSE,ok,1024,0.004982516172503448,0.006283141277870154,0.0030634592985734344,0.0,0.04299020394682884,7.74310974520631e-06,0.0005437744111986831,0.00660108937881887,0.017656261939555388,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,endpoint_error,ok,1024,0.006802486288789919,0.009371060230185139,0.0036054461961612105,0.0,0.07892832159996033,5.143812677488334e-06,0.0006106927030486986,0.00883940001949668,0.024310547020286306,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,path_length_error,ok,1024,0.003650465619557508,0.007329707855521952,0.0012853704392910004,0.0,0.08562098443508148,5.627959035336972e-06,0.00033623166382312775,0.003354220651090145,0.015884880907833555,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,acceleration_error,ok,1024,0.008053385340760263,0.008022387952886104,0.004012350458651781,1.123915964740263e-07,0.04445575550198555,0.000934874580707401,0.0024015622911974788,0.013677185168489814,0.023881280235946167,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,off_map_ratio,ok,1024,4.8828125e-05,0.0015617368741913556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,savgol_w5_p2,deterministic,wall_crossing_count,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,ADE,ok,1024,0.009031996164781564,0.00611805875723842,0.007940988056361675,0.0,0.04568646103143692,0.0009611152170691639,0.004936828510835767,0.01195658021606505,0.02007415862753987,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,FDE,ok,1024,0.01017925587434565,0.01181594955919915,0.007247651694342494,0.0,0.1022394597530365,8.212810898839963e-05,0.003305783204268664,0.01280971267260611,0.03145400732755659,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,RMSE,ok,1024,0.009281075279180762,0.006735910019576479,0.00794506585225463,0.0,0.05878916010260582,0.0013183896953705703,0.00487133301794529,0.012290700105950236,0.021121580712497225,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,masked_ADE,ok,1024,0.02677303359551786,0.0254604009498806,0.021515383385121822,0.0,0.23479516804218292,2.086602780764224e-05,0.009630711050704122,0.03691028244793415,0.07213039733469484,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,masked_RMSE,ok,1024,0.019765244783091607,0.018727267074168028,0.015792238526046276,0.0,0.1715594083070755,1.5054843106554473e-05,0.007119316374883056,0.027141136582940817,0.05209532529115676,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,endpoint_error,ok,1024,0.03368458619332737,0.03259059960991476,0.02721208706498146,0.0,0.29985547065734863,2.3640404378966196e-05,0.011087888153269887,0.04603091161698103,0.08574001416563982,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,path_length_error,ok,1024,0.017511507114022606,0.03322800985532025,0.006399914622306824,0.0,0.35313722491264343,9.51318070292473e-06,0.0019011572003364563,0.016314208507537842,0.07763167470693584,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,acceleration_error,ok,1024,0.01030133549874268,0.008450040751471079,0.008412128780037165,0.0,0.06854746490716934,0.0011235985497478397,0.004168067476712167,0.014093339210376143,0.025391208939254284,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,off_map_ratio,ok,1024,9.765625e-05,0.002207549717862758,0.0,0.0,0.05,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,kalman_cv_dt1.0_q1e-3_r1e-2,deterministic,wall_crossing_count,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,ADE,ok,1024,0.04531322501055684,0.024069700981572538,0.03956654109060764,0.008798928745090962,0.1624441459774971,0.016680239737033847,0.02700261753052473,0.0587061608210206,0.09447194234933695,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,FDE,ok,1024,0.09015641105214059,0.0480532146911124,0.07844605091959238,0.01748770512640476,0.32533727288246156,0.03286910764873028,0.05347727334592491,0.11563363806344569,0.1898033356666564,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,RMSE,ok,1024,0.04434021686449796,0.023546609952774834,0.03852208759635686,0.008590448927134276,0.15929480344057084,0.016283527421765028,0.026358045078814032,0.05730308396741748,0.09246290756389498,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,masked_ADE,ok,1024,0.04742840459471154,0.02554225724981947,0.041904653608798983,0.008712320309132337,0.16862462647259235,0.01774392494466156,0.028013756265863776,0.06084650680422783,0.09794532023370266,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,masked_RMSE,ok,1024,0.03577887980915193,0.019214062242911358,0.031641216808930034,0.006709583848714828,0.12364512979984284,0.013304444230161607,0.02111387482145801,0.045898538362234835,0.07383386198431247,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,endpoint_error,ok,1024,0.06382658295316332,0.03455845852788994,0.0561624901369214,0.011806252039968967,0.22746481299400328,0.02292599267559126,0.03740436630323529,0.08199876751750708,0.13309994557872398,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,path_length_error,ok,1024,0.061194645745763415,0.03718223158751004,0.05257116220891476,0.010552198812365531,0.24120473861694336,0.020672278590500356,0.03468284904956817,0.07711795540526509,0.13708229832351207,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,acceleration_error,ok,1024,0.009730428846535234,0.005004488834596254,0.008536466164514422,0.0019425335805863142,0.039292555302381516,0.0037872941978275777,0.0060475152684375645,0.012266315799206496,0.019013553019613022,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,off_map_ratio,ok,1024,0.0017285156250000002,0.012375967739297436,0.0,0.0,0.18,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_mean,wall_crossing_count,ok,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_median,ADE,ok,1024,0.03766703392375348,0.021874854262011467,0.03229209780693054,0.005187825299799442,0.1522376835346222,0.012494323402643203,0.02291751280426979,0.047616537660360336,0.079540716484189,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_median,FDE,ok,1024,0.0749637946328221,0.0436784246966054,0.06395386159420013,0.0099992286413908,0.3004092574119568,0.024482495803385972,0.045581839978694916,0.0957061406224966,0.15829374492168424,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_median,RMSE,ok,1024,0.03685570638390345,0.021395686764447988,0.031532514840364456,0.004989421460777521,0.14816872775554657,0.012102259276434778,0.022449912503361702,0.046887269243597984,0.07750369943678374,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
span10_fixed_seed42,ddpm_v3_inpainting,seed_median,masked_ADE,ok,1024,0.038772211644300114,0.02290352054329264,0.032767873257398605,0.006881718523800373,0.17945536971092224,0.01353983129374683,0.02311442792415619,0.04804143123328686,0.08262373022735116,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage3/canonical_v1/raw/per_case_results_trajectory_level.csv
