epoch,train_loss,val_loss
1,0.24939802286058368,0.1576092951464384
2,0.14175009507353944,0.1314323346724819
3,0.12728221441849624,0.12279921668020953
4,0.12364016983473655,0.12069447328403099
5,0.12072279403705408,0.11750355649940851
6,0.12121830525669722,0.11827389841633394
7,0.11766345908736238,0.1196098905466047
8,0.12004988532550265,0.11260218950775065
9,0.1177774966235208,0.11751940139884454
10,0.11633602971782779,0.1177489323955648
11,0.11538770534614526,0.11587101736474192
12,0.11451824187347204,0.1145896432591981
13,0.11739223005748031,0.11254964893677522
14,0.11636076876137516,0.1120496539816104
15,0.11458705258841562,0.11457958639883518
16,0.11468287676867872,0.1135073707873598
17,0.11308003584052076,0.11560881329754559
18,0.11226513117551803,0.1116863418981902
19,0.11170738289851953,0.11547499213908313
20,0.11377229676093205,0.11176963956184705
21,0.11200691356222228,0.11202111240484483
22,0.11325315006888739,0.11061132665472062
23,0.11311819897724851,0.10957014282648692
24,0.11371147448473638,0.10886216757793611
25,0.1123457389420802,0.10993448285991851
26,0.1111880153152022,0.11238807620205188
27,0.11187504326057907,0.1117563139041729
28,0.11260111842710192,0.11225908975203754
29,0.10963282414592139,0.11155979660708605
30,0.11229414034597944,0.11104430094098743
31,0.11005999499618417,0.10832933495213928
32,0.11073293165405199,0.10858920713364074
33,0.10893739214332977,0.10779530790136065
34,0.11120879751915978,0.10978358567433649
35,0.10971564807809225,0.11247308578373913
36,0.10878443493406371,0.11118725002980237
37,0.10878202548121461,0.1115226816261341
38,0.10873179084298634,0.10409294757966216
39,0.10997368546995787,0.11478846956363788
40,0.10870061384274228,0.10753936975179533
41,0.10906230717012198,0.10700234805586503
42,0.11071143709196903,0.10652061885322729
43,0.10898504326544185,0.1053193884335091
44,0.10867683382612645,0.10941443366476673
45,0.10817322372209907,0.10803058785663881
46,0.10774749601241386,0.10722608715620308
47,0.10879950183452947,0.10761242322409845
48,0.10924377193250279,0.10632483079111994
49,0.10935330673609629,0.10531976207474203
50,0.10737590630455772,0.10604671428691419
51,0.10960567043854459,0.10892895984840828
52,0.10863407798627815,0.10974781381578828
53,0.10767013616786145,0.10534271308158417
54,0.10811084161595542,0.10591663724064851
55,0.10750037068777746,0.10848250134619976
56,0.10674772896684043,0.10857559870939588
57,0.10853241967092646,0.11181061373998849
58,0.1075486023296224,0.10470600300078532
59,0.10821655261339527,0.10810337123912624
60,0.10765330911272823,0.10635466377874621
61,0.1063952483104007,0.10341000229627678
62,0.10548739249458407,0.10713178280190037
63,0.10797220001716425,0.10320024198971038
64,0.10783112110477863,0.10307733040178349
65,0.10573571994753167,0.10920345799164403
66,0.10603360910226803,0.10768258970926313
67,0.10636020514044431,0.10675424628418476
68,0.10755854745902638,0.10590134001125134
69,0.1058652338739669,0.1099184525515084
70,0.10672281762160878,0.10638633704207907
71,0.10644512757806494,0.10392709880170434
72,0.10555813893528268,0.1085291402460537
73,0.10878804372088743,0.10518840483995127
74,0.10651909118241602,0.10715713762477043
75,0.10713028439790896,0.1097638796424186
76,0.10657933888458969,0.1088168625724455
77,0.10640829638089284,0.10456662746620188
78,0.10625685407088535,0.10534545047003263
79,0.10631271823798076,0.10734550781006673
80,0.10595445637950802,0.10775912969779364
81,0.10668410701326804,0.10634324096483987
82,0.10660186600862163,0.10430343079758125
83,0.10445662972950699,0.10578766838822405
84,0.1061653414191586,0.1066447755938071
85,0.10649351880987092,0.10388740774010272
86,0.10453565554453595,0.10435234031608095
87,0.10500282628701466,0.10614181386789599
88,0.1040755717530109,0.10739957850549604
89,0.10726021380117624,0.10504306141833603
90,0.10565975432643795,0.10505505166084926
91,0.10497746920231546,0.10578347141466338
92,0.10677911055560159,0.10876273258066112
93,0.10711770147675335,0.10631975612706936
94,0.10571346212731729,0.10474431544536413
95,0.10480778857032852,0.1084436189742448
96,0.1054603731779769,0.10736249865187061
97,0.10430194908734595,0.10514135543095478
98,0.10490503058575168,0.1059457864770911
99,0.10557863987613432,0.10802041431968223
100,0.10442458305323478,0.10624073995555705
101,0.10527578719771735,0.10870069050890364
102,0.10577797012754006,0.10529517745988201
103,0.1056423471676241,0.10393913514754297
104,0.10678995729673027,0.10432201510778726
105,0.10492597750507959,0.10405915136993156
106,0.10561081724591774,0.10610771305612753
107,0.10634450597043085,0.10635350659339174
108,0.1047463113158056,0.10309164818590925
109,0.10343302481540359,0.10518449237649452
110,0.10409517043002761,0.10907229215608825
111,0.1045555967446601,0.10766013841792112
112,0.1038994278530083,0.10448971556964616
113,0.10364637087477316,0.10221877419914356
114,0.10357948819304456,0.10647399725594914
115,0.10451802767444365,0.10779821218664966
116,0.103896664673149,0.10130800270510296
117,0.1052554281778855,0.10362553918799465
118,0.10366623789072037,0.10307859256494827
119,0.10317807544576059,0.10252822576549071
120,0.10607145693042491,0.10788826588072935
121,0.10423887746168835,0.10437903440404567
122,0.10560546566649238,0.10279944415311723
123,0.10503335677161076,0.10705518895854951
124,0.1042241089886958,0.10543931664287207
125,0.1052679631586122,0.10245899194963992
126,0.10513801812240393,0.1053732068859995
127,0.1053723320010865,0.1052379841525185
128,0.10451982532102283,0.10284786660779563
129,0.10347164288015649,0.10356588664325811
130,0.10524647432388645,0.10534421732002758
131,0.10507083821414721,0.1038063322508295
132,0.10558436080075727,0.10182941484760469
133,0.10344626775472471,0.10333732252420942
134,0.10430936538346923,0.1034797901087434
135,0.10471272312768615,0.10264416100647963
136,0.10353452182937377,0.10480643356290106
137,0.10535897701683611,0.10378172719001864
138,0.10619214344732832,0.10373462855202258
139,0.10422078494978423,0.1049284433532625
140,0.10420174787540247,0.10747015906357335
141,0.10436986786894278,0.1060453299318675
142,0.10453199925399062,0.10334174608775966
143,0.10470502468323943,0.1050314720483304
144,0.10484448986478372,0.1062956703987199
145,0.10546573501117158,0.10434072653956046
146,0.10404480760640437,0.10353322427884301
147,0.1048004781668729,0.10206432524759494
148,0.10343680901987717,0.10346021556017589
149,0.10417228876364112,0.10327581656236409
150,0.10396428092281416,0.10458648739516488
