epoch,train_loss,val_loss
1,0.22243443015392572,0.14958478108678355
2,0.13250827044377675,0.1253138333455771
3,0.1237713734610525,0.12158277527540819
4,0.11934109886682685,0.12228700527385632
5,0.11734190813272115,0.11375421028499048
6,0.1170740655513567,0.11805719681399114
7,0.11419431207875677,0.11360850777381505
8,0.114419173101696,0.11573158770448536
9,0.11663658983820203,0.11751595405411241
10,0.11514302812898158,0.11065652395443047
11,0.11259312545737866,0.11369922062174281
12,0.11365766176150471,0.11205749137279315
13,0.11290672152878187,0.11433493563349018
14,0.11320901975483619,0.10525119225659142
15,0.11375142357011277,0.10815956617549981
16,0.11163021627573788,0.11112357287494078
17,0.11261893649025041,0.10869275816740134
18,0.10966479920678955,0.10775803500426287
19,0.10972492219780983,0.11035220460528643
20,0.11032943067523394,0.1108089969522492
21,0.10963807501402945,0.1093867047846689
22,0.10821888167683798,0.11109309350233977
23,0.10702889571619087,0.10643250202438688
24,0.1088092467938605,0.10856646723265624
25,0.10779801310322205,0.10915364348797524
26,0.10954436770768035,0.10701378751404154
27,0.10919287704937608,0.1057420578563866
28,0.10744848387303121,0.10947591019116668
29,0.10793185033911716,0.10927156410589865
30,0.1081123815338378,0.10800347451381359
31,0.10579025421563007,0.10770509306829337
32,0.10852868487731036,0.10639208789633449
33,0.10676693313974633,0.10598398117207852
34,0.1069739983712151,0.10813062088157432
35,0.10726382237540615,0.10583905177610414
36,0.1077529769298843,0.10860109719049575
37,0.10623400354033212,0.1050782489099192
38,0.10783057942770903,0.1078640715795429
39,0.10719699298401882,0.1050218635562056
40,0.1060046913864077,0.10748797479554835
41,0.10401778294119339,0.10474701902918822
42,0.10668564736158918,0.10541990524827814
43,0.10661391414560582,0.10627874744925661
44,0.10661297618121587,0.10326919786771468
45,0.10560279190449949,0.10465152702105186
46,0.10557151604342128,0.10363816302618217
47,0.10607667663507793,0.1065309124218451
48,0.10425419307213087,0.10504300386353821
49,0.10465098434484243,0.10359683951939962
50,0.10487872875280008,0.10346145098686879
51,0.10355686062075056,0.10511145966381805
52,0.10460837861828175,0.10382344927935656
53,0.10471778961269176,0.1048730026287745
54,0.10504826537688353,0.1051065536191376
55,0.10500264123506875,0.10658487612517113
56,0.10555430024702214,0.10295476073596681
57,0.10436183033328861,0.10595275039835597
58,0.10506222061383645,0.10345405372723225
59,0.10364335732193884,0.10290656848058714
60,0.10679334291774706,0.10323569898339335
61,0.10483843303799247,0.1046059480865053
62,0.10297447195150591,0.10302456590196613
63,0.10243787813551203,0.10420039463439751
64,0.10611028747377657,0.10207108677218378
65,0.1045480144880554,0.10287343645087564
66,0.10457319298709564,0.10386662625617975
67,0.10379929590060498,0.10297381923852161
68,0.10276616842424725,0.10245363998251993
69,0.10399730166304641,0.10188020339812658
70,0.10489567446097296,0.10344555362676963
71,0.1036059099447941,0.10320222625613461
72,0.10363866342647148,0.10101241087353816
73,0.10306225645292222,0.10351800775556869
74,0.10484056973322048,0.10590211428025491
75,0.10338167389279519,0.10344747020988851
76,0.103858870182796,0.10468561474391345
77,0.10348984038141482,0.10304773544695174
78,0.10430230054674204,0.10606261557039087
79,0.10342293938235085,0.10624972484587632
80,0.10423155620798726,0.10008706145210557
81,0.10332157644726814,0.10162529806275378
82,0.10376478726662167,0.10408220138615068
83,0.10320666640090703,0.10358874771901493
84,0.1023994939667838,0.10343598156692416
85,0.10232922698801233,0.10223526211761387
86,0.10220801026561092,0.10168126988342795
87,0.10398231014734556,0.10154893919464125
88,0.10395049919929143,0.1037634048489589
89,0.10200848896742218,0.10332205748586959
90,0.1036663996066211,0.1003949839004773
91,0.10332332904418565,0.10562106410373191
92,0.10351300442754773,0.10364489396743616
93,0.10371897027979564,0.10126016360765022
94,0.10301264715155457,0.09927247427997701
95,0.10373434146980288,0.1069270059445709
96,0.1032253320597646,0.10199592151496448
97,0.1025288664446767,0.10440902200760481
98,0.10378814537898202,0.10585332799209791
99,0.1024359857687233,0.10308075931674478
100,0.10449363797500293,0.10394356055127112
