degradation,zeta,seed,trajectory_id,finite,first_nonfinite_step,first_nonfinite_stage,max_grad_norm,max_update_to_x_ratio,update_to_x_ratio_t99,update_to_x_ratio_t80,update_to_x_ratio_t60,update_to_x_ratio_t40,update_to_x_ratio_t20,update_to_x_ratio_t0
drift_medium,0.3,42,33,True,,none,27.269142150878906,2.169809207809642,0.10047251262931729,0.03352565441528088,0.10098797824678381,0.20095118052958857,1.3547445850232354,2.1117368035553796
drift_medium,0.3,42,34,True,,none,26.572309494018555,2.2620103937352143,0.12558565324530147,0.059688524610286176,0.18890055343033238,0.07255571794378975,0.7738216976603414,2.116752641247206
drift_medium,0.3,42,35,True,,none,28.416622161865234,1.963169979979077,0.10453187235944786,0.06836317064919055,0.2054771259602966,0.4297610724745495,1.4698896055663777,1.9286764253739297
drift_medium,0.3,42,36,True,,none,26.03377914428711,2.2060340849694873,0.07974868165967992,0.14079595803877354,0.15445965943378792,0.4937847314910608,1.236605767376647,2.193264167804928
drift_medium,0.3,42,37,True,,none,29.3770809173584,1.5730577002863617,0.20400201658883735,0.11106083698193803,0.1342426839136668,0.5090144473712808,1.0658464017204228,1.4760010455210573
drift_medium,0.3,42,38,True,,none,30.786006927490234,2.2422395263797554,0.04158534077948219,0.08960268831787058,0.17926948903418996,0.44608284344703125,1.3489267273190062,2.0436693082551085
drift_medium,0.3,42,39,True,,none,26.738370895385742,2.040280306654056,0.09562202040663398,0.0707729650842227,0.04793247308184145,0.25544634947150846,1.038824490846795,1.733503953016422
drift_medium,0.3,42,40,True,,none,27.462514877319336,2.024915729203135,0.11054138515171755,0.050535043090425155,0.10197166752830829,0.3314270940085002,0.945225692770148,1.9037601696220932
drift_medium,0.3,42,41,True,,none,31.15495491027832,2.54426613226187,0.07827285630505793,0.037716270162216174,0.07334228361848259,0.21749386415994304,1.245720792773944,2.3599287723212625
drift_medium,0.3,42,42,True,,none,25.83514404296875,1.9550571358308564,0.06520436664807902,0.07877482350240902,0.17082355975703503,0.5411141767298364,1.135997048818661,1.843160552401109
drift_medium,0.3,42,43,True,,none,26.96880531311035,2.18290522313657,0.05921363367410888,0.042032455834543014,0.03903883524314119,0.12237546660880648,1.0701618484328037,1.946815607382038
drift_medium,0.3,42,44,True,,none,31.788410186767578,1.8603726388978765,0.13354690117100174,0.06088113217685054,0.11443725593997063,0.432520616614716,1.3990704895841346,1.8502683968550746
drift_medium,0.3,42,45,True,,none,28.6710205078125,2.277141763299564,0.14172268335840565,0.19442183431289856,0.24914094375790197,0.3953128345586348,0.8808910547722599,2.198161042633403
drift_medium,0.3,42,46,True,,none,27.755815505981445,2.200355539523014,0.12893437650204087,0.11093576017031063,0.050911947951876944,0.1942706494192644,1.1619520483676213,1.8970896144783493
drift_medium,0.3,42,47,True,,none,27.75046157836914,2.7610057838307025,0.10720785578185361,0.11146242306888297,0.03765313453386344,0.2576527450126023,1.2152652034156233,2.0599588151705057
drift_medium,0.3,42,48,True,,none,26.287748336791992,2.5709239603822387,0.13233405283086944,0.05658967185830742,0.11911811309074327,0.22611473776877403,1.3687916927879054,2.306631591469425
drift_medium,0.3,42,49,True,,none,27.009912490844727,2.238227442913251,0.10091907273758277,0.04554342276940146,0.07217889405856082,0.055662232974496385,1.1284219043738426,1.9113486285448251
burst_medium,0.3,42,0,True,,none,28.5640926361084,1.7484838739032624,0.14590123365006824,0.047052122436509546,0.04229820450869867,0.2948895576658183,0.8466007448383724,1.726388471537782
burst_medium,0.3,42,1,True,,none,28.010692596435547,1.5024652876649378,0.036795197086216466,0.032109224402622136,0.06097866381275351,0.03190377302423135,0.5299930854073881,1.5024652876649378
burst_medium,0.3,42,2,True,,none,29.557113647460938,1.6390396411614128,0.17318598140690616,0.053594182506377284,0.15093412142685797,0.43187411691872674,0.7050742812918782,1.3391708671198563
burst_medium,0.3,42,3,True,,none,27.346416473388672,1.3320653617040317,0.1264454786013618,0.03888383350383978,0.035231175758778245,0.04219489878848405,0.5770616433913943,1.303962923383375
burst_medium,0.3,42,4,True,,none,27.236249923706055,1.4281228041664717,0.028455461644076908,0.024005845714444085,0.042803767351666924,0.046727522122611005,0.9234527833887669,1.3993036949373314
burst_medium,0.3,42,5,True,,none,27.673547744750977,2.1496195469411887,0.03386196059168283,0.023922324898225877,0.043018805141007865,0.03703101633881102,0.7739224916288895,1.475775982862767
burst_medium,0.3,42,6,True,,none,29.242773056030273,1.7170911493742096,0.12863979164661724,0.08949680126676855,0.040817454573837314,0.046211745836354526,0.5812818225507798,1.7170911493742096
burst_medium,0.3,42,7,True,,none,28.510412216186523,1.5013580828320292,0.07633708482882014,0.0658012026322671,0.030525452749180143,0.221140382537875,0.7352466375442811,1.3556923972252457
