degradation,method,N_samples,ADE_mean,ADE_std,ADE_median,ADE_min,ADE_max,ADE_p25,ADE_p75,RMSE_mean,acceleration_RMS_mean,ADE_high_mean,ADE_mid_mean,ADE_low_mean,motion_usage_ratio,noisy_reversion_gap,max_update_to_x_ratio,late_update_to_x_ratio_max,nonfinite_count,win_rate_vs_Formal_E1,win_rate_vs_E2_Min_V2
bias_medium,E2_DPS_zeta_1.0,150,5.524972766240438,1.3871085053170427,5.440176486968994,2.2015020847320557,8.925284385681152,4.624620795249939,6.395105838775635,6.0537642065684,0.7409428294499715,5.062886079152425,5.72195071947007,5.065534075101216,63.22724480739717,3.921213402748108,3.474749818923706,2.7775195401132247,0,0.0,0.0
bias_medium,E2_DPS_zeta_3.0,150,16.23751974741618,3.8282317655276077,15.962362289428711,8.004097938537598,23.363170623779297,13.228046178817749,19.47214984893799,18.16483803431193,2.2697305274009705,16.24737485249837,16.51550471896217,15.5418533824739,198.81581514998507,14.633760350545247,11.030970742394462,2.4353101544272393,0,0.0,0.0
jump_medium,noisy_input,150,1.6061491763591766,0.5317060685699669,1.5343919396400452,0.6027729511260986,2.6914000511169434,1.1884863376617432,2.02453351020813,1.70014772772789,0.3309139247238636,1.5199524744560844,1.5731984558312788,1.7705281932245602,0.0,0.0,,,0,0.42,0.22
jump_medium,Formal_E1,150,1.6032670497894288,0.5280674362562827,1.5058393478393555,0.5929216742515564,2.6775362491607666,1.2069875001907349,2.017451763153076,1.6961671125888824,0.28739965870976447,1.5199524744560844,1.573063309425893,1.7539857910438017,1.0,-0.0028821265697479247,,,0,1.0,0.54
jump_medium,E2_Min_V2_selected,150,1.603669854402542,0.5314091250677753,1.5320525765419006,0.5965956449508667,2.6815717220306396,1.1882004737854004,2.0213050842285156,1.6966176962852477,0.223236323595047,1.5179953402594517,1.573250246760638,1.7574543939395384,1.9911851341075333,-0.0024793219566345216,,,0,0.46,1.0
jump_medium,E2_DPS_zeta_0.3,150,2.2712872131665547,0.7548727409231277,2.1826146841049194,0.6715323328971863,4.024698734283447,1.8565353453159332,2.6996272206306458,2.3980607163906096,0.30195309316118557,1.694069756750475,2.4528819691875707,2.461915893762401,6.433413139939462,0.6651380344231923,2.7597824373899704,2.4719223501155985,0,0.26666666666666666,0.26
jump_medium,E2_DPS_zeta_1.0,150,5.53682516336441,1.398328491560944,5.457656145095825,1.6332546472549438,8.588357925415039,4.604658246040344,6.42754054069519,6.073987768491109,0.740714257657528,2.7251704994000887,6.7500392768694,6.246251969626456,20.29378401441244,3.930675989786784,3.8732932587210582,2.6465179363611018,0,0.013333333333333334,0.013333333333333334
jump_medium,E2_DPS_zeta_3.0,150,16.4196563911438,3.769091905366287,16.47797679901123,9.466466903686523,24.308435440063477,13.303490400314331,19.560054779052734,18.323343880971272,2.2149041787783306,6.403952456357186,20.032542436019234,18.821556560920946,63.04512216657517,14.813507223129273,9.960217374836917,3.02643505699146,0,0.0,0.0
combined_medium,noisy_input,150,1.6244128715991974,0.5230889902179792,1.6094568967819214,0.44637173414230347,2.7284648418426514,1.236559510231018,1.9669017791748047,1.7136030399799347,0.2680639010667801,1.415320994125472,1.6313931143030207,1.760657175020738,0.0,0.0,,,0,0.44,0.38
combined_medium,Formal_E1,150,1.6216817200183868,0.5208266892110944,1.6042287945747375,0.4638487696647644,2.7488720417022705,1.2386491298675537,1.9541046619415283,1.7101786577701568,0.2296832884848118,1.4150100201368332,1.6288205905163542,1.754211622657198,1.0,-0.002731151580810547,,,0,1.0,0.56
combined_medium,E2_Min_V2_selected,150,1.622810730934143,0.5233453156404038,1.609316647052765,0.44513970613479614,2.7250142097473145,1.2316111326217651,1.9624544382095337,1.7116326355934144,0.17534698523581027,1.4205160753594503,1.6299056138129944,1.7576009757591016,1.6509411773873344,-0.0016021406650543212,,,0,0.44,1.0
combined_medium,E2_DPS_zeta_0.3,150,2.3451599210500715,0.8381411307858193,2.3810386657714844,0.40040022134780884,3.934216260910034,1.7758383750915527,2.9337627291679382,2.484841192762057,0.26749333197871844,2.2744464664547532,2.3112308852216032,2.4881596125737584,4.704285812173382,0.7207470492521921,2.3467313132369876,2.320890950809171,0,0.17333333333333334,0.17333333333333334
combined_medium,E2_DPS_zeta_1.0,150,5.5999818102518715,1.2975184314030797,5.667804002761841,2.0054731369018555,9.126218795776367,4.768293499946594,6.483853101730347,6.1831571515401205,0.7349162117640178,6.319439243387293,5.469488835503869,5.80245421149514,15.085311956422608,3.9755689295132957,3.3325722330297696,2.636926333739496,0,0.013333333333333334,0.013333333333333334
combined_medium,E2_DPS_zeta_3.0,150,15.559403044382732,3.7956079874826623,15.229294300079346,7.597195625305176,24.217618942260742,12.370250463485718,18.788174152374268,17.398093624114992,2.2417292086283367,18.447671819616247,15.059134121482254,16.582129545886108,44.86752061192618,13.934990158081055,12.913028689715478,2.5504870709165277,0,0.0,0.0
