geometry_profile,source_family,experiment_id,degradation,coarse_method,method_name,refiner_name,alpha,evaluated_windows,boundary_violation_count,infeasible_transition_count,window_violation_count,masked_infeasible_transition_count,masked_segment_count,total_points,total_segments,internal_wall_crossing_count,door_valid_crossing_count,off_map_ratio,window_violation_rate,infeasible_transition_rate,mean_infeasible_transitions_per_window,masked_infeasible_transition_rate,door_crossing_valid_ratio
two_room_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,54,752,705,112,137720,550880,523336,2989,2294,9.80249782166715e-05,0.02559541097879756,0.0014369353531956525,0.027301771710717397,0.000813244263723497,0.767480762796922
two_room_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,109,945,794,305,137720,550880,523336,3373,2555,0.00019786523380772582,0.028826604705198954,0.0018057232829386857,0.034308742375835026,0.002214638396747023,0.7574859175807886
two_room_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,identity_refiner,identity_refiner,,27544,51,730,687,90,137720,550880,523336,2987,2309,9.257914609352308e-05,0.02494191112401975,0.0013948973508415244,0.026503049665988963,0.00065349985477781,0.7730164044191496
two_room_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,light_savgol_refiner,light_savgol_refiner,,27544,49,724,686,88,137720,550880,523336,2985,2310,8.894859134475748e-05,0.024905605576532094,0.0013834324411085804,0.026285216381063025,0.0006389776357827476,0.7738693467336684
two_room_v1,refinement,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,276,999,712,219,137720,550880,523336,2186,1469,0.0005010165553296544,0.025849549811211153,0.001908907470535182,0.03626924194016846,0.0015901829799593377,0.672003659652333
two_room_v1,refinement,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,52,745,703,109,137720,550880,523336,2987,2296,9.43944234679059e-05,0.025522799883822247,0.0014235596251738845,0.027047632878303803,0.0007914609352309033,0.7686642115835286
two_room_v1,refinement,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,107,940,797,304,137720,550880,523336,3371,2555,0.0001942346790589602,0.028935521347661922,0.0017961691914945657,0.03412721463839675,0.002207377287249492,0.7579353307623851
two_room_v1,refinement,span20_fixed_seed42,missing_drift,savgol_w5_p2,identity_refiner,identity_refiner,,27544,49,724,686,88,137720,550880,523336,2985,2310,8.894859134475748e-05,0.024905605576532094,0.0013834324411085804,0.026285216381063025,0.0006389776357827476,0.7738693467336684
two_room_v1,refinement,span20_fixed_seed42,missing_drift,savgol_w5_p2,light_savgol_refiner,light_savgol_refiner,,27544,49,726,687,88,137720,550880,523336,2985,2308,8.894859134475748e-05,0.02494191112401975,0.0013872540776862284,0.026357827476038338,0.0006389776357827476,0.7731993299832496
two_room_v1,refinement,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,226,1410,788,362,137720,550880,523336,2849,1710,0.0004102526866105141,0.02860877142027302,0.0026942537872418483,0.05119082195759512,0.0026285216381063026,0.6002106002106002
two_room_v1,refinement,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,99,1893,1028,500,137720,550880,523336,4273,2520,0.00017971246006389776,0.037322102817310486,0.003617179020743843,0.06872640139413302,0.0036305547487656114,0.5897495904516733
two_room_v1,refinement,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,108,1840,990,447,137720,550880,523336,4476,2781,0.000196049956433343,0.035942492012779555,0.0035159056514361712,0.06680220737728725,0.0032457159453964566,0.621313672922252
two_room_v1,refinement,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,identity_refiner,identity_refiner,,27544,118,2005,1075,612,137720,550880,523336,4414,2576,0.00021420273017717107,0.03902846354923032,0.003831190669092132,0.07279262271275051,0.004443799012489109,0.583597643860444
two_room_v1,refinement,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,light_savgol_refiner,light_savgol_refiner,,27544,98,1490,919,502,137720,550880,523336,3804,2447,0.00017789718268951496,0.03336479814115597,0.002847119250347769,0.054095265756607606,0.003645076967760674,0.6432702418506835
two_room_v1,refinement,span20_fixed_seed42,missing_noise,linear_interp,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,230,1835,823,227,137720,550880,523336,3345,1810,0.0004175137961080453,0.029879465582340982,0.003506351559992051,0.06662067963984897,0.0016482718559395876,0.5411061285500748
two_room_v1,refinement,span20_fixed_seed42,missing_noise,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,96,2604,1141,218,137720,550880,523336,5265,2799,0.00017426662794074935,0.04142462968341563,0.004975770824097712,0.09453964565785652,0.0015829218704618065,0.5316239316239316
two_room_v1,refinement,span20_fixed_seed42,missing_noise,linear_interp,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,134,2764,1205,378,137720,550880,523336,5663,3085,0.00024324716816729596,0.043748184722625615,0.005281501750309552,0.1003485332558815,0.0027446993900668024,0.5447642592265584
two_room_v1,refinement,span20_fixed_seed42,missing_noise,linear_interp,identity_refiner,identity_refiner,,27544,93,2581,1126,195,137720,550880,523336,5249,2803,0.00016882079581760092,0.04088004647110079,0.00493182200345476,0.09370461806564043,0.0014159163520185885,0.5340064774242713
two_room_v1,refinement,span20_fixed_seed42,missing_noise,linear_interp,light_savgol_refiner,light_savgol_refiner,,27544,59,1384,839,245,137720,550880,523336,3773,2459,0.00010710136508858553,0.03046035434214348,0.002644572511732424,0.05024687772291606,0.0017789718268951496,0.6517360190829579
two_room_v1,refinement,span20_fixed_seed42,missing_noise,savgol_w5_p2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,230,1187,721,242,137720,550880,523336,2475,1555,0.0004175137961080453,0.02617629973860006,0.002268141308834095,0.04309468486784781,0.001757188498402556,0.6282828282828283
two_room_v1,refinement,span20_fixed_seed42,missing_noise,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,62,1375,845,236,137720,550880,523336,3753,2453,0.00011254719721173395,0.030678187627069416,0.0026273751471330084,0.04992012779552716,0.0017136218414173685,0.6536104449773514
two_room_v1,refinement,span20_fixed_seed42,missing_noise,savgol_w5_p2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,104,1493,910,354,137720,550880,523336,4085,2722,0.0001887888469358118,0.03303804821376707,0.0028528517052142407,0.05420418239907058,0.002570432762126053,0.6663402692778457
two_room_v1,refinement,span20_fixed_seed42,missing_noise,savgol_w5_p2,identity_refiner,identity_refiner,,27544,59,1384,839,245,137720,550880,523336,3773,2459,0.00010710136508858553,0.03046035434214348,0.002644572511732424,0.05024687772291606,0.0017789718268951496,0.6517360190829579
two_room_v1,refinement,span20_fixed_seed42,missing_noise,savgol_w5_p2,light_savgol_refiner,light_savgol_refiner,,27544,54,1187,796,202,137720,550880,523336,3541,2418,9.80249782166715e-05,0.028899215800174266,0.002268141308834095,0.04309468486784781,0.001466744118501307,0.6828579497317142
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,302,1763,942,368,137720,550880,523336,3074,1656,0.0005482137670636073,0.03419982573337206,0.0033687726431967224,0.06400668022073773,0.00267208829509149,0.538711776187378
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,200,2345,1276,531,137720,550880,523336,4569,2478,0.00036305547487656113,0.0463258785942492,0.004480868887292294,0.08513650885855359,0.003855649143189079,0.5423506237688772
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,197,2283,1242,469,137720,550880,523336,4761,2716,0.0003576096427534127,0.04509148997966889,0.0043623981533852055,0.08288556491431891,0.0034054603543421436,0.5704683889939088
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,identity_refiner,identity_refiner,,27544,217,2471,1333,657,137720,550880,523336,4729,2536,0.00039391519024106883,0.048395294801045596,0.004721631991684119,0.08971100784199826,0.004770548939878013,0.5362655952632692
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,light_savgol_refiner,light_savgol_refiner,,27544,197,1915,1202,527,137720,550880,523336,4090,2414,0.0003576096427534127,0.04363926808016265,0.0036592170230979717,0.06952512343886146,0.0038266047051989543,0.5902200488997555
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,299,2304,1001,276,137720,550880,523336,3713,1777,0.0005427679349404589,0.03634185303514377,0.004402525337450509,0.08364798141155969,0.0020040662213186176,0.4785887422569351
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,204,3250,1388,257,137720,550880,523336,5743,2765,0.00037031658437409234,0.05039209991286669,0.006210159438678019,0.11799302933488237,0.0018661051408655242,0.48145568518196064
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,234,3455,1463,462,137720,550880,523336,6161,3014,0.00042477490560557653,0.0531150159744409,0.00660187718788694,0.12543566656985186,0.003354632587859425,0.48920629767894824
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,linear_interp,identity_refiner,identity_refiner,,27544,198,3229,1375,236,137720,550880,523336,5735,2772,0.0003594249201277955,0.04992012779552716,0.006170032254612715,0.11723061283764159,0.0017136218414173685,0.48334786399302526
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,linear_interp,light_savgol_refiner,light_savgol_refiner,,27544,156,1896,1115,294,137720,550880,523336,4120,2406,0.0002831832704037177,0.040480685448736564,0.0036229114756103154,0.068835318036596,0.0021347661922741794,0.5839805825242719
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,289,1552,890,305,137720,550880,523336,2769,1536,0.0005246151611966309,0.03231193726401394,0.002965589984254857,0.05634620970084229,0.002214638396747023,0.5547128927410617
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,163,1912,1126,310,137720,550880,523336,4120,2398,0.0002958902120243973,0.04088004647110079,0.0036534845682314994,0.06941620679639848,0.002250943944234679,0.5820388349514564
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,191,2051,1197,449,137720,550880,523336,4470,2643,0.0003467179785071159,0.04345774034272437,0.003919088310378036,0.0744626778971827,0.003260238164391519,0.5912751677852349
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,identity_refiner,identity_refiner,,27544,156,1896,1115,294,137720,550880,523336,4120,2406,0.0002831832704037177,0.040480685448736564,0.0036229114756103154,0.068835318036596,0.0021347661922741794,0.5839805825242719
two_room_v1,refinement,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,light_savgol_refiner,light_savgol_refiner,,27544,149,1652,1079,252,137720,550880,523336,3861,2375,0.00027047632878303803,0.039173685739180945,0.003156671813137258,0.0599767644496079,0.0018297995933778681,0.6151256151256151
two_room_v1,refinement,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,222,658,424,228,137720,550880,523336,1928,1516,0.00040299157711298284,0.015393552134766193,0.001257318434046196,0.02388905024687772,0.0016555329654371188,0.7863070539419087
two_room_v1,refinement,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,28,276,207,188,137720,550880,523336,2640,2409,5.082776648271856e-05,0.007515248329944816,0.0005273858477154256,0.010020331106593087,0.00136508858553587,0.9125
two_room_v1,refinement,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,74,346,250,258,137720,550880,523336,2890,2642,0.00013433052570432761,0.009076386871914028,0.000661143127933106,0.012561719430729016,0.0018733662503630554,0.9141868512110727
two_room_v1,refinement,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,identity_refiner,identity_refiner,,27544,44,408,270,320,137720,550880,523336,2792,2450,7.987220447284345e-05,0.009802497821667151,0.0007796138618401944,0.014812663374963694,0.0023235550392099913,0.8775071633237822
two_room_v1,refinement,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,light_savgol_refiner,light_savgol_refiner,,27544,35,345,245,237,137720,550880,523336,2710,2419,6.35347081033982e-05,0.008894859134475748,0.000659232309644282,0.01252541388324136,0.0017208829509148997,0.892619926199262
two_room_v1,refinement,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,208,634,431,181,137720,550880,523336,1881,1469,0.0003775776938716236,0.015647690967179786,0.0012114587951144197,0.023017717107173975,0.0013142608190531513,0.7809675704412546
two_room_v1,refinement,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,0,43,43,43,137720,550880,523336,2491,2448,0.0,0.0015611385419692129,8.216518641943226e-05,0.0015611385419692129,0.0003122277083938426,0.9827378562826175
two_room_v1,refinement,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,50,234,164,234,137720,550880,523336,2859,2689,9.076386871914028e-05,0.005954109787975602,0.0004471314795848174,0.00849549811211153,0.0016990996224223061,0.9405386498775796
two_room_v1,refinement,span20_fixed_seed42,missing_only,linear_interp,identity_refiner,identity_refiner,,27544,0,24,24,24,137720,550880,523336,2491,2467,0.0,0.0008713331397037467,4.585963893177614e-05,0.0008713331397037467,0.00017426662794074935,0.9903653151344841
two_room_v1,refinement,span20_fixed_seed42,missing_only,linear_interp,light_savgol_refiner,light_savgol_refiner,,27544,0,49,44,24,137720,550880,523336,2504,2455,0.0,0.001597444089456869,9.36300961523763e-05,0.0017789718268951496,0.00017426662794074935,0.9804313099041534
two_room_v1,refinement,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,27544,209,636,432,181,137720,550880,523336,1881,1468,0.0003793929712460064,0.015683996514667443,0.0012152804316920677,0.023090328202149287,0.0013142608190531513,0.7804359383306751
two_room_v1,refinement,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,0,68,63,43,137720,550880,523336,2504,2436,0.0,0.002287249491722335,0.0001299356436400324,0.002468777229160616,0.0003122277083938426,0.9728434504792333
two_room_v1,refinement,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,27544,50,259,182,234,137720,550880,523336,2866,2671,9.076386871914028e-05,0.0066076096427534125,0.0004949019368054176,0.009403136799302934,0.0016990996224223061,0.9319609211444522
two_room_v1,refinement,span20_fixed_seed42,missing_only,savgol_w5_p2,identity_refiner,identity_refiner,,27544,0,49,44,24,137720,550880,523336,2504,2455,0.0,0.001597444089456869,9.36300961523763e-05,0.0017789718268951496,0.00017426662794074935,0.9804313099041534
two_room_v1,refinement,span20_fixed_seed42,missing_only,savgol_w5_p2,light_savgol_refiner,light_savgol_refiner,,27544,0,53,48,26,137720,550880,523336,2504,2451,0.0,0.0017426662794074934,0.00010127336930767231,0.001924194016845774,0.0001887888469358118,0.9788338658146964
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,27544,102,1017,828,352,137720,550880,523336,3232,2341,0.00018515829218704617,0.030060993319779263,0.001943302199734014,0.03692274179494627,0.0025559105431309905,0.724319306930693
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,27544,97,986,815,321,137720,550880,523336,3198,2333,0.00017608190531513216,0.02958902120243973,0.00188406683278047,0.03579726982282893,0.0023308161487075223,0.7295184490306441
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,27544,97,967,803,302,137720,550880,523336,3180,2333,0.00017608190531513216,0.02915335463258786,0.0018477612852928137,0.035107464420563464,0.002192855068254429,0.7336477987421384
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,101,940,785,275,137720,550880,523336,3122,2308,0.00018334301481266337,0.02849985477781005,0.0017961691914945657,0.03412721463839675,0.001996805111821086,0.7392696989109545
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,27544,92,887,762,222,137720,550880,523336,3098,2319,0.00016700551844321812,0.02766482718559396,0.0016948958221868933,0.032203020621550976,0.0016119663084519314,0.7485474499677212
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,27544,110,919,767,254,137720,550880,523336,3226,2435,0.00019968051118210862,0.027846354923032238,0.0017560420074292616,0.03336479814115597,0.0018443218123729305,0.754804711717297
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,27544,127,983,799,318,137720,550880,523336,3394,2561,0.00023054022654661632,0.029008132442637235,0.0018783343779139978,0.03568835318036596,0.002309032820214929,0.7545668827342369
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,27544,51,730,687,90,137720,550880,523336,2987,2309,9.257914609352308e-05,0.02494191112401975,0.0013948973508415244,0.026503049665988963,0.00065349985477781,0.7730164044191496
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,27544,51,732,689,92,137720,550880,523336,2987,2307,9.257914609352308e-05,0.025014522218995063,0.0013987189874191724,0.026575660760964275,0.0006680220737728725,0.7723468362905925
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,27544,51,735,692,95,137720,550880,523336,2987,2304,9.257914609352308e-05,0.02512343886145803,0.0014044514422856444,0.026684577403427244,0.0006898054022654662,0.771342484097757
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,54,752,705,112,137720,550880,523336,2989,2294,9.80249782166715e-05,0.02559541097879756,0.0014369353531956525,0.027301771710717397,0.000813244263723497,0.767480762796922
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,27544,69,808,730,168,137720,550880,523336,3045,2314,0.0001252541388324136,0.026503049665988963,0.0015439411773697969,0.02933488237002614,0.0012198663955852453,0.7599343185550083
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,27544,87,874,759,234,137720,550880,523336,3207,2432,0.0001579291315713041,0.02755591054313099,0.0016700551844321813,0.03173104850421144,0.0016990996224223061,0.758341128780792
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,27544,109,945,794,305,137720,550880,523336,3373,2555,0.00019786523380772582,0.028826604705198954,0.0018057232829386857,0.034308742375835026,0.002214638396747023,0.7574859175807886
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,27544,49,724,686,88,137720,550880,523336,2985,2310,8.894859134475748e-05,0.024905605576532094,0.0013834324411085804,0.026285216381063025,0.0006389776357827476,0.7738693467336684
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,27544,49,724,686,88,137720,550880,523336,2985,2310,8.894859134475748e-05,0.024905605576532094,0.0013834324411085804,0.026285216381063025,0.0006389776357827476,0.7738693467336684
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,27544,49,728,690,92,137720,550880,523336,2985,2306,8.894859134475748e-05,0.02505082776648272,0.0013910757142638764,0.02643043857101365,0.0006680220737728725,0.7725293132328308
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,52,745,703,109,137720,550880,523336,2987,2296,9.43944234679059e-05,0.025522799883822247,0.0014235596251738845,0.027047632878303803,0.0007914609352309033,0.7686642115835286
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,27544,67,798,728,162,137720,550880,523336,3037,2313,0.00012162358408364798,0.02643043857101365,0.0015248329944815568,0.02897182689514958,0.001176299738600058,0.7616068488640105
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,27544,85,867,758,231,137720,550880,523336,3203,2432,0.0001542985768225385,0.027519604995643335,0.0016566794564104132,0.03147690967179785,0.0016773162939297125,0.7592881673431159
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,27544,107,940,797,304,137720,550880,523336,3371,2555,0.0001942346790589602,0.028935521347661922,0.0017961691914945657,0.03412721463839675,0.002207377287249492,0.7579353307623851
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,27544,118,2005,1075,612,137720,550880,523336,4414,2576,0.00021420273017717107,0.03902846354923032,0.003831190669092132,0.07279262271275051,0.004443799012489109,0.583597643860444
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,27544,114,1994,1069,601,137720,550880,523336,4396,2564,0.00020694162067963986,0.03881063026430438,0.003810171667915068,0.07239326169038629,0.004363926808016265,0.5832575068243858
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,27544,110,1963,1058,570,137720,550880,523336,4356,2550,0.00019968051118210862,0.03841126924194017,0.003750936300961524,0.07126778971826896,0.004138832413592797,0.5853994490358126
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,27544,99,1893,1028,500,137720,550880,523336,4273,2520,0.00017971246006389776,0.037322102817310486,0.003617179020743843,0.06872640139413302,0.0036305547487656114,0.5897495904516733
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,27544,91,1820,988,427,137720,550880,523336,4210,2513,0.0001651902410688353,0.03586988091780424,0.0034776892856596907,0.06607609642753413,0.003100493755445832,0.5969121140142518
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,27544,92,1798,980,405,137720,550880,523336,4306,2632,0.00016700551844321812,0.03557943653790299,0.0034356512833055627,0.06527737438280569,0.0029407493465001453,0.6112401300510915
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,27544,108,1840,990,447,137720,550880,523336,4476,2781,0.000196049956433343,0.035942492012779555,0.0035159056514361712,0.06680220737728725,0.0032457159453964566,0.621313672922252
two_room_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise,linear_interp,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,27544,93,2581,1126,195,137720,550880,523336,5249,2803,0.00016882079581760092,0.04088004647110079,0.00493182200345476,0.09370461806564043,0.0014159163520185885,0.5340064774242713
