condition,zeta,zeta_effective,seed,trajectory_id,no_guidance,t,loss_likelihood,loss_mean_form,loss_sum_form,loss_sum_over_mean_ratio,loss_isfinite,grad_norm,grad_max_abs,grad_isfinite,x_t_norm_before_ddpm,x_t_max_abs_before_ddpm,x_t_isfinite_before_ddpm,x_base_norm_after_ddpm,x_base_max_abs_after_ddpm,x_base_isfinite_after_ddpm,update_norm,update_max_abs,update_to_x_ratio,x_after_norm,x_after_max_abs,x_after_isfinite,first_nonfinite_stage
drift_medium,0.0,0.0,42,0,True,67,15.002060890197754,0.7501030564308167,15.002060890197754,20.0,True,20.27366065979004,8.557418823242188,True,4.6454081535339355,1.729487419128418,True,4.7034502029418945,1.8007053136825562,True,0.0,0.0,0.0,4.7034502029418945,1.8007053136825562,True,none
drift_medium,0.0,0.0,42,0,True,66,12.162121772766113,0.6081060767173767,12.162121772766113,20.0,True,11.645354270935059,5.783931732177734,True,4.7034502029418945,1.8007053136825562,True,4.668915748596191,1.862017273902893,True,0.0,0.0,0.0,4.668915748596191,1.862017273902893,True,none
drift_medium,0.0,0.0,42,0,True,65,14.501888275146484,0.7250944375991821,14.501888275146484,20.0,True,15.074189186096191,7.897296905517578,True,4.668915748596191,1.862017273902893,True,4.798346996307373,2.0034940242767334,True,0.0,0.0,0.0,4.798346996307373,2.0034940242767334,True,none
drift_medium,0.0,0.0,42,0,True,64,18.12309455871582,0.9061547517776489,18.12309455871582,20.0,True,20.334861755371094,7.717525482177734,True,4.798346996307373,2.0034940242767334,True,4.834791660308838,2.0730690956115723,True,0.0,0.0,0.0,4.834791660308838,2.0730690956115723,True,none
drift_medium,0.0,0.0,42,0,True,63,20.33353042602539,1.0166765451431274,20.33353042602539,20.0,True,20.584386825561523,9.126678466796875,True,4.834791660308838,2.0730690956115723,True,4.673015117645264,1.9877023696899414,True,0.0,0.0,0.0,4.673015117645264,1.9877023696899414,True,none
drift_medium,0.0,0.0,42,0,True,62,14.638480186462402,0.7319239974021912,14.638480186462402,20.0,True,18.605255126953125,8.642486572265625,True,4.673015117645264,1.9877023696899414,True,4.663330554962158,2.0274598598480225,True,0.0,0.0,0.0,4.663330554962158,2.0274598598480225,True,none
drift_medium,0.0,0.0,42,0,True,61,14.000311851501465,0.7000156044960022,14.000311851501465,20.0,True,15.114157676696777,6.163265228271484,True,4.663330554962158,2.0274598598480225,True,4.3938493728637695,1.8670411109924316,True,0.0,0.0,0.0,4.3938493728637695,1.8670411109924316,True,none
drift_medium,0.0,0.0,42,0,True,60,13.645601272583008,0.6822800636291504,13.645601272583008,20.0,True,18.015092849731445,9.498847961425781,True,4.3938493728637695,1.8670411109924316,True,4.503232002258301,1.932586431503296,True,0.0,0.0,0.0,4.503232002258301,1.932586431503296,True,none
drift_medium,0.0,0.0,42,0,True,59,12.226051330566406,0.6113025546073914,12.226051330566406,20.0,True,16.6009578704834,7.364646911621094,True,4.503232002258301,1.932586431503296,True,4.352810382843018,1.924863338470459,True,0.0,0.0,0.0,4.352810382843018,1.924863338470459,True,none
drift_medium,0.0,0.0,42,0,True,58,12.77530288696289,0.6387651562690735,12.77530288696289,20.0,True,15.37125301361084,7.830177307128906,True,4.352810382843018,1.924863338470459,True,4.376527309417725,1.7942109107971191,True,0.0,0.0,0.0,4.376527309417725,1.7942109107971191,True,none
drift_medium,0.0,0.0,42,0,True,57,11.945999145507812,0.5972999334335327,11.945999145507812,20.0,True,14.304140090942383,6.486492156982422,True,4.376527309417725,1.7942109107971191,True,4.448800563812256,1.9807791709899902,True,0.0,0.0,0.0,4.448800563812256,1.9807791709899902,True,none
drift_medium,0.0,0.0,42,0,True,56,9.70655632019043,0.485327810049057,9.70655632019043,20.0,True,10.950040817260742,4.789039611816406,True,4.448800563812256,1.9807791709899902,True,4.373793601989746,2.004804849624634,True,0.0,0.0,0.0,4.373793601989746,2.004804849624634,True,none
drift_medium,0.0,0.0,42,0,True,55,8.700639724731445,0.4350319802761078,8.700639724731445,20.0,True,8.757620811462402,3.6590633392333984,True,4.373793601989746,2.004804849624634,True,4.30868673324585,2.1000428199768066,True,0.0,0.0,0.0,4.30868673324585,2.1000428199768066,True,none
drift_medium,0.0,0.0,42,0,True,54,16.22073745727539,0.8110368847846985,16.22073745727539,20.0,True,18.859928131103516,8.915817260742188,True,4.30868673324585,2.1000428199768066,True,4.185580253601074,2.037837266921997,True,0.0,0.0,0.0,4.185580253601074,2.037837266921997,True,none
drift_medium,0.0,0.0,42,0,True,53,14.080025672912598,0.7040013074874878,14.080025672912598,20.0,True,17.927488327026367,10.683757781982422,True,4.185580253601074,2.037837266921997,True,4.324151515960693,2.100950002670288,True,0.0,0.0,0.0,4.324151515960693,2.100950002670288,True,none
drift_medium,0.0,0.0,42,0,True,52,13.141602516174316,0.6570801138877869,13.141602516174316,20.0,True,13.73330020904541,7.955043792724609,True,4.324151515960693,2.100950002670288,True,4.3772807121276855,1.971228003501892,True,0.0,0.0,0.0,4.3772807121276855,1.971228003501892,True,none
drift_medium,0.0,0.0,42,0,True,51,13.794962882995605,0.6897481679916382,13.794962882995605,20.0,True,13.229955673217773,6.959354400634766,True,4.3772807121276855,1.971228003501892,True,4.271374225616455,2.0704269409179688,True,0.0,0.0,0.0,4.271374225616455,2.0704269409179688,True,none
drift_medium,0.0,0.0,42,0,True,50,17.715038299560547,0.8857519030570984,17.715038299560547,20.0,True,24.325029373168945,16.204517364501953,True,4.271374225616455,2.0704269409179688,True,4.078612327575684,1.8698816299438477,True,0.0,0.0,0.0,4.078612327575684,1.8698816299438477,True,none
drift_medium,0.0,0.0,42,0,True,49,12.735007286071777,0.636750340461731,12.735007286071777,20.0,True,12.907926559448242,6.9886627197265625,True,4.078612327575684,1.8698816299438477,True,3.9458370208740234,1.848123550415039,True,0.0,0.0,0.0,3.9458370208740234,1.848123550415039,True,none
drift_medium,0.0,0.0,42,0,True,48,13.065872192382812,0.6532936096191406,13.065872192382812,20.0,True,11.139608383178711,4.280555725097656,True,3.9458370208740234,1.848123550415039,True,3.9717254638671875,1.797722339630127,True,0.0,0.0,0.0,3.9717254638671875,1.797722339630127,True,none
drift_medium,0.0,0.0,42,0,True,47,22.331226348876953,1.1165612936019897,22.331226348876953,20.0,True,24.082897186279297,15.378585815429688,True,3.9717254638671875,1.797722339630127,True,3.9596776962280273,1.8367376327514648,True,0.0,0.0,0.0,3.9596776962280273,1.8367376327514648,True,none
drift_medium,0.0,0.0,42,0,True,46,19.68480682373047,0.9842403531074524,19.68480682373047,20.0,True,22.125438690185547,11.636619567871094,True,3.9596776962280273,1.8367376327514648,True,3.890336751937866,1.83382248878479,True,0.0,0.0,0.0,3.890336751937866,1.83382248878479,True,none
drift_medium,0.0,0.0,42,0,True,45,21.58684539794922,1.079342246055603,21.58684539794922,20.0,True,20.29453468322754,14.341705322265625,True,3.890336751937866,1.83382248878479,True,3.904064178466797,2.0795936584472656,True,0.0,0.0,0.0,3.904064178466797,2.0795936584472656,True,none
drift_medium,0.0,0.0,42,0,True,44,21.85823631286621,1.0929118394851685,21.85823631286621,20.0,True,18.977195739746094,10.677780151367188,True,3.904064178466797,2.0795936584472656,True,3.9437613487243652,2.0239739418029785,True,0.0,0.0,0.0,3.9437613487243652,2.0239739418029785,True,none
drift_medium,0.0,0.0,42,0,True,43,19.713010787963867,0.9856505393981934,19.713010787963867,20.0,True,20.589576721191406,13.140785217285156,True,3.9437613487243652,2.0239739418029785,True,3.775371551513672,1.9044069051742554,True,0.0,0.0,0.0,3.775371551513672,1.9044069051742554,True,none
drift_medium,0.0,0.0,42,0,True,42,21.935544967651367,1.0967772006988525,21.935544967651367,20.0,True,22.069475173950195,14.958343505859375,True,3.775371551513672,1.9044069051742554,True,3.568403959274292,1.9273812770843506,True,0.0,0.0,0.0,3.568403959274292,1.9273812770843506,True,none
drift_medium,0.0,0.0,42,0,True,41,20.09391975402832,1.004696011543274,20.09391975402832,20.0,True,30.60174560546875,23.300342559814453,True,3.568403959274292,1.9273812770843506,True,3.3764278888702393,1.749436616897583,True,0.0,0.0,0.0,3.3764278888702393,1.749436616897583,True,none
drift_medium,0.0,0.0,42,0,True,40,17.377222061157227,0.8688610792160034,17.377222061157227,20.0,True,25.707645416259766,16.81026840209961,True,3.3764278888702393,1.749436616897583,True,3.498481512069702,1.8587665557861328,True,0.0,0.0,0.0,3.498481512069702,1.8587665557861328,True,none
drift_medium,0.0,0.0,42,0,True,39,15.981894493103027,0.7990947365760803,15.981894493103027,20.0,True,30.08685302734375,20.66326904296875,True,3.498481512069702,1.8587665557861328,True,3.4175472259521484,1.7538849115371704,True,0.0,0.0,0.0,3.4175472259521484,1.7538849115371704,True,none
drift_medium,0.0,0.0,42,0,True,38,19.28241729736328,0.9641208648681641,19.28241729736328,20.0,True,30.29340362548828,20.294239044189453,True,3.4175472259521484,1.7538849115371704,True,3.3576250076293945,1.625430941581726,True,0.0,0.0,0.0,3.3576250076293945,1.625430941581726,True,none
drift_medium,0.0,0.0,42,0,True,37,12.969225883483887,0.6484612822532654,12.969225883483887,20.0,True,24.533878326416016,15.460735321044922,True,3.3576250076293945,1.625430941581726,True,3.4039978981018066,1.6970164775848389,True,0.0,0.0,0.0,3.4039978981018066,1.6970164775848389,True,none
drift_medium,0.0,0.0,42,0,True,36,15.246187210083008,0.7623093724250793,15.246187210083008,20.0,True,26.98712730407715,19.803489685058594,True,3.4039978981018066,1.6970164775848389,True,3.392554759979248,1.714643120765686,True,0.0,0.0,0.0,3.392554759979248,1.714643120765686,True,none
drift_medium,0.0,0.0,42,0,True,35,18.723007202148438,0.9361503720283508,18.723007202148438,20.0,True,37.3711051940918,25.48492431640625,True,3.392554759979248,1.714643120765686,True,3.2159414291381836,1.6308701038360596,True,0.0,0.0,0.0,3.2159414291381836,1.6308701038360596,True,none
drift_medium,0.0,0.0,42,0,True,34,19.242076873779297,0.9621038436889648,19.242076873779297,20.0,True,41.76541519165039,25.646831512451172,True,3.2159414291381836,1.6308701038360596,True,3.1314303874969482,1.4464575052261353,True,0.0,0.0,0.0,3.1314303874969482,1.4464575052261353,True,none
drift_medium,0.0,0.0,42,0,True,33,25.237733840942383,1.261886715888977,25.237733840942383,20.0,True,52.89881896972656,30.891368865966797,True,3.1314303874969482,1.4464575052261353,True,3.050597667694092,1.3600794076919556,True,0.0,0.0,0.0,3.050597667694092,1.3600794076919556,True,none
drift_medium,0.0,0.0,42,0,True,32,28.804359436035156,1.4402179718017578,28.804359436035156,20.0,True,49.202423095703125,31.05455780029297,True,3.050597667694092,1.3600794076919556,True,3.068962335586548,1.235344648361206,True,0.0,0.0,0.0,3.068962335586548,1.235344648361206,True,none
drift_medium,0.0,0.0,42,0,True,31,27.72199249267578,1.3860995769500732,27.72199249267578,20.0,True,54.30187225341797,36.34822463989258,True,3.068962335586548,1.235344648361206,True,2.8419127464294434,1.1642253398895264,True,0.0,0.0,0.0,2.8419127464294434,1.1642253398895264,True,none
drift_medium,0.0,0.0,42,0,True,30,22.62631607055664,1.13131582736969,22.62631607055664,20.0,True,46.076393127441406,29.518474578857422,True,2.8419127464294434,1.1642253398895264,True,2.831679105758667,1.1025855541229248,True,0.0,0.0,0.0,2.831679105758667,1.1025855541229248,True,none
drift_medium,0.0,0.0,42,0,True,29,26.927446365356445,1.346372365951538,26.927446365356445,20.0,True,57.05266189575195,35.74003982543945,True,2.831679105758667,1.1025855541229248,True,2.8702096939086914,1.1479469537734985,True,0.0,0.0,0.0,2.8702096939086914,1.1479469537734985,True,none
drift_medium,0.0,0.0,42,0,True,28,28.34266471862793,1.4171332120895386,28.34266471862793,20.0,True,57.74306106567383,38.65000915527344,True,2.8702096939086914,1.1479469537734985,True,2.9732768535614014,1.3016785383224487,True,0.0,0.0,0.0,2.9732768535614014,1.3016785383224487,True,none
drift_medium,0.0,0.0,42,0,True,27,39.72711944580078,1.9863560199737549,39.72711944580078,20.0,True,78.12078857421875,55.875545501708984,True,2.9732768535614014,1.3016785383224487,True,2.792609453201294,1.3109428882598877,True,0.0,0.0,0.0,2.792609453201294,1.3109428882598877,True,none
drift_medium,0.0,0.0,42,0,True,26,37.52802658081055,1.8764013051986694,37.52802658081055,20.0,True,81.22615814208984,55.97935485839844,True,2.792609453201294,1.3109428882598877,True,2.8156039714813232,1.2592891454696655,True,0.0,0.0,0.0,2.8156039714813232,1.2592891454696655,True,none
drift_medium,0.0,0.0,42,0,True,25,38.73442077636719,1.9367210865020752,38.73442077636719,20.0,True,80.19971466064453,47.60778045654297,True,2.8156039714813232,1.2592891454696655,True,2.7327539920806885,1.3372082710266113,True,0.0,0.0,0.0,2.7327539920806885,1.3372082710266113,True,none
drift_medium,0.0,0.0,42,0,True,24,36.40084457397461,1.8200422525405884,36.40084457397461,20.0,True,73.86103057861328,41.79829025268555,True,2.7327539920806885,1.3372082710266113,True,2.6195757389068604,1.2652432918548584,True,0.0,0.0,0.0,2.6195757389068604,1.2652432918548584,True,none
drift_medium,0.0,0.0,42,0,True,23,33.120113372802734,1.656005620956421,33.120113372802734,20.0,True,72.6644287109375,39.91400909423828,True,2.6195757389068604,1.2652432918548584,True,2.651489496231079,1.248194694519043,True,0.0,0.0,0.0,2.651489496231079,1.248194694519043,True,none
drift_medium,0.0,0.0,42,0,True,22,34.670475006103516,1.7335237264633179,34.670475006103516,20.0,True,71.75981903076172,45.833404541015625,True,2.651489496231079,1.248194694519043,True,2.7211923599243164,1.3605544567108154,True,0.0,0.0,0.0,2.7211923599243164,1.3605544567108154,True,none
drift_medium,0.0,0.0,42,0,True,21,38.535221099853516,1.9267610311508179,38.535221099853516,20.0,True,77.63558197021484,40.467994689941406,True,2.7211923599243164,1.3605544567108154,True,2.7015254497528076,1.2926710844039917,True,0.0,0.0,0.0,2.7015254497528076,1.2926710844039917,True,none
drift_medium,0.0,0.0,42,0,True,20,38.260093688964844,1.9130046367645264,38.260093688964844,20.0,True,97.1867904663086,59.19937515258789,True,2.7015254497528076,1.2926710844039917,True,2.676133155822754,1.319644808769226,True,0.0,0.0,0.0,2.676133155822754,1.319644808769226,True,none
drift_medium,0.0,0.0,42,0,True,19,50.42118835449219,2.521059513092041,50.42118835449219,20.0,True,113.87733459472656,65.24441528320312,True,2.676133155822754,1.319644808769226,True,2.5162153244018555,1.2825777530670166,True,0.0,0.0,0.0,2.5162153244018555,1.2825777530670166,True,none
drift_medium,0.0,0.0,42,0,True,18,56.24303436279297,2.8121516704559326,56.24303436279297,20.0,True,123.3301773071289,69.89430236816406,True,2.5162153244018555,1.2825777530670166,True,2.4710400104522705,1.2663465738296509,True,0.0,0.0,0.0,2.4710400104522705,1.2663465738296509,True,none
drift_medium,0.0,0.0,42,0,True,17,65.52253723144531,3.2761268615722656,65.52253723144531,20.0,True,151.57989501953125,83.779541015625,True,2.4710400104522705,1.2663465738296509,True,2.358733892440796,1.3454959392547607,True,0.0,0.0,0.0,2.358733892440796,1.3454959392547607,True,none
drift_medium,0.0,0.0,42,0,True,16,42.48997497558594,2.1244988441467285,42.48997497558594,20.0,True,111.68765258789062,59.307430267333984,True,2.358733892440796,1.3454959392547607,True,2.3432538509368896,1.3929612636566162,True,0.0,0.0,0.0,2.3432538509368896,1.3929612636566162,True,none
drift_medium,0.0,0.0,42,0,True,15,44.251190185546875,2.212559461593628,44.251190185546875,20.0,True,108.91666412353516,65.71109008789062,True,2.3432538509368896,1.3929612636566162,True,2.252289295196533,1.324397087097168,True,0.0,0.0,0.0,2.252289295196533,1.324397087097168,True,none
drift_medium,0.0,0.0,42,0,True,14,42.720523834228516,2.13602614402771,42.720523834228516,20.0,True,119.6373519897461,64.40690612792969,True,2.252289295196533,1.324397087097168,True,2.1698200702667236,1.2380157709121704,True,0.0,0.0,0.0,2.1698200702667236,1.2380157709121704,True,none
drift_medium,0.0,0.0,42,0,True,13,44.16881561279297,2.2084407806396484,44.16881561279297,20.0,True,123.50208282470703,74.13532257080078,True,2.1698200702667236,1.2380157709121704,True,2.163755178451538,1.2527575492858887,True,0.0,0.0,0.0,2.163755178451538,1.2527575492858887,True,none
drift_medium,0.0,0.0,42,0,True,12,45.24623107910156,2.2623114585876465,45.24623107910156,20.0,True,131.3295440673828,76.85693359375,True,2.163755178451538,1.2527575492858887,True,2.1219990253448486,1.2494125366210938,True,0.0,0.0,0.0,2.1219990253448486,1.2494125366210938,True,none
drift_medium,0.0,0.0,42,0,True,11,43.9188232421875,2.195941209793091,43.9188232421875,20.0,True,139.28213500976562,75.45306396484375,True,2.1219990253448486,1.2494125366210938,True,2.132080316543579,1.3389636278152466,True,0.0,0.0,0.0,2.132080316543579,1.3389636278152466,True,none
drift_medium,0.0,0.0,42,0,True,10,40.402225494384766,2.020111322402954,40.402225494384766,20.0,True,145.71022033691406,84.05880737304688,True,2.132080316543579,1.3389636278152466,True,2.0795674324035645,1.3394184112548828,True,0.0,0.0,0.0,2.0795674324035645,1.3394184112548828,True,none
drift_medium,0.0,0.0,42,0,True,9,39.463680267333984,1.9731839895248413,39.463680267333984,20.0,True,144.89840698242188,81.17521667480469,True,2.0795674324035645,1.3394184112548828,True,2.1102068424224854,1.339810848236084,True,0.0,0.0,0.0,2.1102068424224854,1.339810848236084,True,none
drift_medium,0.0,0.0,42,0,True,8,37.221317291259766,1.8610658645629883,37.221317291259766,20.0,True,140.81658935546875,74.88516235351562,True,2.1102068424224854,1.339810848236084,True,2.1432838439941406,1.3941551446914673,True,0.0,0.0,0.0,2.1432838439941406,1.3941551446914673,True,none
drift_medium,0.0,0.0,42,0,True,7,49.06830596923828,2.4534153938293457,49.06830596923828,20.0,True,187.38580322265625,99.61953735351562,True,2.1432838439941406,1.3941551446914673,True,2.052882432937622,1.374495029449463,True,0.0,0.0,0.0,2.052882432937622,1.374495029449463,True,none
drift_medium,0.0,0.0,42,0,True,6,37.96364212036133,1.8981821537017822,37.96364212036133,20.0,True,171.47894287109375,83.0590591430664,True,2.052882432937622,1.374495029449463,True,2.0350570678710938,1.3737528324127197,True,0.0,0.0,0.0,2.0350570678710938,1.3737528324127197,True,none
drift_medium,0.0,0.0,42,0,True,5,49.344200134277344,2.467210054397583,49.344200134277344,20.0,True,221.41195678710938,103.06572723388672,True,2.0350570678710938,1.3737528324127197,True,1.9948683977127075,1.3160566091537476,True,0.0,0.0,0.0,1.9948683977127075,1.3160566091537476,True,none
