condition,trajectory_id,t,eps,L_zero,L_minus,L_plus,delta_L_minus,delta_L_plus,ADE_zero,ADE_minus,ADE_plus,accel_zero,accel_minus,accel_plus,grad_norm,x_norm,update_norm_minus,update_norm_plus,update_to_x_ratio_minus,update_to_x_ratio_plus,finite_minus,finite_plus
gaussian_medium,0,3,0.001,2.258833646774292,1.5528055429458618,3.006216049194336,-0.7060281038284302,0.747382402420044,0.05671757459640503,0.05158643051981926,0.06365077942609787,0.3021518886089325,0.30214112997055054,0.3021620213985443,27.082324981689453,7.457982540130615,0.027082324981689453,0.027082324981689453,0.0036313205127470726,0.0036313205127470726,True,True
gaussian_medium,0,3,0.01,2.258833646774292,5.8437299728393555,10.012581825256348,3.5848963260650635,7.753748178482056,0.05671757459640503,0.0800548642873764,0.14184856414794922,0.3021518886089325,0.3020440340042114,0.3022380471229553,27.082324981689453,7.457982540130615,0.27082324981689454,0.27082324981689454,0.03631320512747073,0.03631320512747073,True,True
gaussian_medium,0,5,1e-07,3.0835049152374268,3.0834333896636963,3.083576202392578,-7.152557373046875e-05,7.128715515136719e-05,0.06212063506245613,0.06211990863084793,0.06212138384580612,0.2971041798591614,0.297104150056839,0.29710397124290466,26.525854110717773,7.4743428230285645,2.652585411071777e-06,2.652585411071777e-06,3.548921254854361e-07,3.548921254854361e-07,True,True
gaussian_medium,0,5,1e-06,3.0835049152374268,3.082798480987549,3.084207057952881,-0.0007064342498779297,0.0007021427154541016,0.06212063506245613,0.062113262712955475,0.062127985060214996,0.2971041798591614,0.297104150056839,0.2971041202545166,26.525854110717773,7.4743428230285645,2.652585411071777e-05,2.652585411071777e-05,3.5489212548543613e-06,3.5489212548543613e-06,True,True
gaussian_medium,0,5,1e-05,3.0835049152374268,3.076470136642456,3.090543270111084,-0.007034778594970703,0.0070383548736572266,0.06212063506245613,0.06204693391919136,0.062194399535655975,0.2971041798591614,0.29710403084754944,0.29710423946380615,26.525854110717773,7.4743428230285645,0.00026525854110717777,0.00026525854110717777,3.548921254854362e-05,3.548921254854362e-05,True,True
gaussian_medium,0,5,0.0001,3.0835049152374268,3.0133044719696045,3.1540186405181885,-0.07020044326782227,0.07051372528076172,0.06212063506245613,0.061386652290821075,0.06286119669675827,0.2971041798591614,0.2971033453941345,0.29710495471954346,26.525854110717773,7.4743428230285645,0.0026525854110717776,0.0026525854110717776,0.0003548921254854362,0.0003548921254854362,True,True
gaussian_medium,0,5,0.001,3.0835049152374268,2.400170087814331,3.7999398708343506,-0.6833348274230957,0.7164349555969238,0.06212063506245613,0.05515968054533005,0.06977348029613495,0.2971041798591614,0.29709592461586,0.2971131503582001,26.525854110717773,7.4743428230285645,0.026525854110717773,0.026525854110717773,0.0035489212548543616,0.0035489212548543616,True,True
gaussian_medium,0,5,0.01,3.0835049152374268,5.052705764770508,10.578760147094727,1.969200849533081,7.4952552318573,0.06212063506245613,0.069394551217556,0.14775672554969788,0.2971041798591614,0.2970774173736572,0.29721933603286743,26.525854110717773,7.4743428230285645,0.2652585411071777,0.2652585411071777,0.03548921254854361,0.03548921254854361,True,True
drift_medium,0,1,1e-07,1.1143558025360107,1.1142879724502563,1.1144276857376099,-6.783008575439453e-05,7.18832015991211e-05,0.03367956727743149,0.033679377287626266,0.033679693937301636,0.24107344448566437,0.24107344448566437,0.24107342958450317,26.133054733276367,6.969415187835693,2.6133054733276365e-06,2.6133054733276365e-06,3.7496768421667335e-07,3.7496768421667335e-07,True,True
drift_medium,0,1,1e-06,1.1143558025360107,1.1136773824691772,1.115040898323059,-0.0006784200668334961,0.0006850957870483398,0.03367956727743149,0.03367787227034569,0.033681221306324005,0.24107344448566437,0.24107345938682556,0.24107347428798676,26.133054733276367,6.969415187835693,2.6133054733276365e-05,2.6133054733276365e-05,3.7496768421667337e-06,3.7496768421667337e-06,True,True
drift_medium,0,1,1e-05,1.1143558025360107,1.107534408569336,1.1211901903152466,-0.006821393966674805,0.00683438777923584,0.03367956727743149,0.033662937581539154,0.03369641304016113,0.24107344448566437,0.24107351899147034,0.24107332527637482,26.133054733276367,6.969415187835693,0.0002613305473327637,0.0002613305473327637,3.749676842166734e-05,3.749676842166734e-05,True,True
drift_medium,0,1,0.0001,1.1143558025360107,1.046339511871338,1.1829031705856323,-0.06801629066467285,0.06854736804962158,0.03367956727743149,0.03352430835366249,0.03385934606194496,0.24107344448566437,0.24107380211353302,0.24107304215431213,26.133054733276367,6.969415187835693,0.002613305473327637,0.002613305473327637,0.0003749676842166734,0.0003749676842166734,True,True
drift_medium,0,1,0.001,1.1143558025360107,0.49346452951431274,1.8133362531661987,-0.620891273021698,0.698980450630188,0.03367956727743149,0.03326734900474548,0.036502718925476074,0.24107344448566437,0.2410767525434494,0.2410697489976883,26.133054733276367,6.969415187835693,0.026133054733276366,0.026133054733276366,0.003749676842166734,0.003749676842166734,True,True
drift_medium,0,1,0.01,1.1143558025360107,6.200650691986084,8.296114921569824,5.086294889450073,7.1817591190338135,0.03367956727743149,0.093014657497406,0.10559471696615219,0.24107344448566437,0.24109625816345215,0.24103182554244995,26.133054733276367,6.969415187835693,0.2613305473327637,0.2613305473327637,0.03749676842166734,0.03749676842166734,True,True
drift_medium,0,3,1e-07,1.7597507238388062,1.759685754776001,1.7598143815994263,-6.496906280517578e-05,6.365776062011719e-05,0.03723383694887161,0.03723342344164848,0.037234168499708176,0.2412557601928711,0.2412557601928711,0.2412559688091278,25.52863883972168,6.979175567626953,2.5528638839721678e-06,2.5528638839721678e-06,3.6578301537696123e-07,3.6578301537696123e-07,True,True
drift_medium,0,3,1e-06,1.7597507238388062,1.7590994834899902,1.7604029178619385,-0.000651240348815918,0.0006521940231323242,0.03723383694887161,0.03723004460334778,0.037237539887428284,0.2412557601928711,0.24125584959983826,0.24125593900680542,25.52863883972168,6.979175567626953,2.552863883972168e-05,2.552863883972168e-05,3.657830153769613e-06,3.657830153769613e-06,True,True
drift_medium,0,3,1e-05,1.7597507238388062,1.7532387971878052,1.7662687301635742,-0.0065119266510009766,0.006518006324768066,0.03723383694887161,0.037196237593889236,0.03727158531546593,0.2412557601928711,0.2412559986114502,0.2412557452917099,25.52863883972168,6.979175567626953,0.0002552863883972168,0.0002552863883972168,3.6578301537696126e-05,3.6578301537696126e-05,True,True
