geometry_profile,source_family,experiment_id,degradation,coarse_method,method_name,refiner_name,alpha,evaluated_windows,boundary_violation_count,infeasible_transition_count,window_violation_count,masked_infeasible_transition_count,masked_segment_count,total_points,total_segments,obstacle_point_violation_count,obstacle_segment_crossing_count,off_map_ratio,window_violation_rate,infeasible_transition_rate,mean_infeasible_transitions_per_window,masked_infeasible_transition_rate,obstacle_point_violation_rate,obstacle_segment_crossing_rate
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,199,8481,1656,2454,127150,508600,483170,6411,8240,0.00039127015336217066,0.0651199370821864,0.017552828197114886,0.3335037357451828,0.019300039323633503,0.012605190719622492,0.01705403895109382
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,210,8777,1697,2750,127150,508600,483170,6591,8524,0.0004128981517892253,0.06673220605583956,0.018165449013804666,0.34514353126228864,0.02162799842705466,0.012959103421156115,0.017641823788728604
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,25430,217,9268,1864,1538,127150,508600,483170,6240,8977,0.0004266614235155328,0.07329925285096343,0.019181654490138048,0.36445143531262286,0.012095949665749115,0.012268973653165552,0.018579381998054516
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,25430,219,9281,1862,1551,127150,508600,483170,6251,8988,0.0004305937868659064,0.07322060558395596,0.019208560134114285,0.36496264254817146,0.012198191112858829,0.012290601651592608,0.018602148312188257
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,25430,218,9284,1860,1554,127150,508600,483170,6253,8992,0.00042862760519071964,0.07314195831694849,0.019214769128878036,0.36508061344868264,0.01222178529296107,0.01229453401494298,0.018610426971873255
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,223,9378,1864,1648,127150,508600,483170,6302,9081,0.0004384585135666536,0.07329925285096343,0.019409317631475465,0.3687770349980338,0.012961069602831301,0.012390876917027133,0.018794627149864438
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,25430,230,9602,1879,1872,127150,508600,483170,6445,9298,0.0004522217852929611,0.07388910735351946,0.019872922573835296,0.3775855289028706,0.014722768383798664,0.012672040896578843,0.019243744437775524
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,244,9898,1915,2168,127150,508600,483170,6627,9578,0.00047974832874557606,0.07530475815965396,0.020485543390525073,0.3892253244199764,0.017050727487219818,0.01302988596146284,0.019823250615725315
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,253,10293,1970,2563,127150,508600,483170,6880,9960,0.0004974439638222572,0.07746755800235942,0.02130306103441853,0.404758159653952,0.020157294534014943,0.013527329925285096,0.020613862615642527
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,25430,174,7202,1468,1624,127150,508600,483170,5656,7000,0.00034211561148250096,0.05772709398348407,0.014905726762837097,0.28320880849390484,0.01277231616201337,0.011120723554856469,0.014487654448744749
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,25430,177,7209,1465,1631,127150,508600,483170,5661,7003,0.00034801415650806135,0.05760912308297287,0.01492021441728584,0.283484073928431,0.012827369248918601,0.011130554463232403,0.014493863443508496
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,25430,176,7197,1459,1619,127150,508600,483170,5653,6994,0.00034604797483287457,0.05737318128195045,0.01489537843823085,0.28301219032638614,0.012732992528509634,0.011114825009830909,0.014475236459217253
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,181,7289,1463,1711,127150,508600,483170,5715,7079,0.0003558788832088085,0.0575304758159654,0.015085787610985781,0.28662996460872986,0.013456547384978371,0.011236728273692488,0.014651157977523439
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,25430,186,7516,1495,1938,127150,508600,483170,5872,7301,0.00036570979158474245,0.05878883208808494,0.01555560154810936,0.29555642941407784,0.015241840346047975,0.011545418796696814,0.015110623590040772
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,201,7836,1549,2258,127150,508600,483170,6081,7602,0.0003952025167125442,0.060912308297286666,0.01621789432290912,0.3081399921352733,0.017758552890287063,0.011956350766810854,0.015733592731336798
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_noise_drift,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,209,8171,1605,2593,127150,508600,483170,6314,7927,0.00041093197011403854,0.06311443177349588,0.01691123207152762,0.32131340935902475,0.020393236335037358,0.012414471097129376,0.016406233830742804
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,25430,43,486,184,442,127150,508600,483170,267,422,8.454581203303185e-05,0.007235548564687377,0.0010058571517271354,0.019111285882815573,0.00347620920173024,0.0005249705072748722,0.0008733985967671834
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,25430,39,451,173,407,127150,508600,483170,248,391,7.66810853322847e-05,0.006802988596146284,0.0009334188794834116,0.017734958710184823,0.0032009437672040897,0.00048761305544632323,0.0008092389842084567
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,25430,35,439,167,395,127150,508600,483170,246,385,6.881635863153755e-05,0.0065670467951238695,0.0009085829004284206,0.017263075108139993,0.003106567046795124,0.0004836806920959497,0.0007968209946809611
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,28,434,163,390,127150,508600,483170,252,389,5.5053086905230045e-05,0.0064097522611089265,0.0008982345758221744,0.017066456940621314,0.003067243413291388,0.0004954777821470703,0.0008050996543659581
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,25430,16,1081,389,1037,127150,508600,483170,682,1055,3.14589068029886e-05,0.015296893432953205,0.002237307779870439,0.04250884781753834,0.008155721588674794,0.001340935902477389,0.0021834964919179587
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,46,2252,553,2208,127150,508600,483170,1658,2188,9.044435705859221e-05,0.021745969327565867,0.00466088540265331,0.0885568226504129,0.017365316555249706,0.0032599292174596934,0.0045284268476933585
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,74,2585,612,2541,127150,508600,483170,1906,2487,0.00014549744396382227,0.024066063704286277,0.00535008382142931,0.10165159260715691,0.019984270546598504,0.0037475422729060163,0.005147256659146884
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,25430,0,5,4,5,127150,508600,483170,1,5,0.0,0.00015729453401494299,1.0348324606246249e-05,0.00019661816751867872,3.9323633503735746e-05,1.9661816751867873e-06,1.0348324606246249e-05
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,25430,0,30,12,30,127150,508600,483170,18,30,0.0,0.00047188360204482896,6.208994763747749e-05,0.0011797090051120724,0.00023594180102241448,3.539127015336217e-05,6.208994763747749e-05
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,0,71,28,71,127150,508600,483170,43,71,0.0,0.0011010617381046008,0.00014694620940869672,0.002791977978765238,0.0005583955957530475,8.454581203303185e-05,0.00014694620940869672
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,25430,0,808,294,808,127150,508600,483170,514,808,0.0,0.011561148250098309,0.0016722892563693938,0.031773495871018485,0.006354699174203697,0.0010106173810460087,0.0016722892563693938
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,25,2061,482,2061,127150,508600,483170,1553,2027,4.915454187966968e-05,0.01895399134880063,0.004265579402694703,0.08104600865119937,0.016209201730239875,0.0030534801415650807,0.0041952107953722294
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,linear_interp,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,50,2436,558,2436,127150,508600,483170,1828,2372,9.830908375933936e-05,0.021942587495084546,0.005041703748163173,0.09579237121510027,0.019158474243020054,0.0035941801022414473,0.00490924519320322
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.00,ddpm_prior_masked_blend_v2_alpha0.00,0.0,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.05,ddpm_prior_masked_blend_v2_alpha0.05,0.05,25430,0,6,6,4,127150,508600,483170,2,6,0.0,0.00023594180102241448,1.24179895274955e-05,0.00023594180102241448,3.14589068029886e-05,3.932363350373575e-06,1.24179895274955e-05
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.10,ddpm_prior_masked_blend_v2_alpha0.10,0.1,25430,0,31,13,29,127150,508600,483170,20,31,0.0,0.0005112072355485647,6.415961255872674e-05,0.0012190326386158081,0.00022807707432166732,3.9323633503735746e-05,6.415961255872674e-05
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,0,74,30,72,127150,508600,483170,46,74,0.0,0.0011797090051120724,0.00015315520417244447,0.002909948879276445,0.0005662603224537947,9.044435705859221e-05,0.00015315520417244447
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.50,ddpm_prior_masked_blend_v2_alpha0.50,0.5,25430,0,811,296,809,127150,508600,483170,517,811,0.0,0.01163979551710578,0.0016784982511331415,0.03189146677152969,0.006362563900904444,0.001016515926071569,0.0016784982511331415
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha0.75,ddpm_prior_masked_blend_v2_alpha0.75,0.75,25430,25,2064,485,2062,127150,508600,483170,1555,2030,4.915454187966968e-05,0.019071962249311836,0.004271788397458452,0.08116397955171058,0.016217066456940623,0.0030574125049154543,0.004201419790135977
obstacle_v1,refinement_alpha_sweep,span20_fixed_seed42,missing_only,savgol_w5_p2,ddpm_prior_masked_blend_v2_alpha1.00,ddpm_prior_masked_blend_v2_alpha1.00,1.0,25430,50,2448,564,2446,127150,508600,483170,1836,2384,9.830908375933936e-05,0.02217852929610696,0.005066539727218163,0.09626425481714511,0.019237121510027527,0.0036099095556429415,0.004934081172258211
