method,condition,metric,N,mean,std,median,min,max,p05,p25,p75,p95,source_file
linear_interp,span20_random_seed42,wall_crossing_count,36073,0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,ADE,36073,0.0017143586883321,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,FDE,36073,0.0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,RMSE,36073,0.0041042175143957,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,masked_ADE,36073,0.0085717923939228,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,masked_RMSE,36073,0.0091773103922605,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,off_map_ratio,36073,0.0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed43,wall_crossing_count,36073,0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed44,ADE,36073,0.0017138004768639,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
linear_interp,span20_random_seed44,FDE,36073,0.0,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,missing_raw_data,outputs/stage3/phase1/canonical_room3/eval/summary_metrics.csv
