degradation,N_trajectories,T,ADE_noisy,ADE_cond,ADE_improvement_noisy_minus_cond,ADE_relative_improvement,offset_norm_noisy_mean,offset_norm_cond_mean,offset_norm_improvement,offset_norm_relative_improvement,offset_reduced_fraction_trajectories,shape_centered_ADE_noisy_mean,shape_centered_ADE_cond_mean,shape_centered_ADE_improvement,frame_cosine_valid_frames,frame_cosine_total_frames,frame_cosine_mean,frame_cosine_median,frame_cosine_p25,frame_cosine_p75,frame_cosine_fraction_gt_0,frame_cosine_fraction_gt_0p5,frame_cosine_fraction_lt_0,global_cosine_valid_trajectories,global_cosine_mean,global_cosine_median,global_cosine_p25,global_cosine_p75,global_ratio_mean,global_ratio_median,global_ratio_p25,global_ratio_p75,formal_e1_ADE,formal_e1_offset_norm_mean,V1_abs_anchor_smooth_ADE,V1_abs_anchor_smooth_offset_norm_mean,V2_uniform_cond_motion_ADE,V2_uniform_cond_motion_offset_norm_mean,V3_conf_mod_cond_motion_ADE,V3_conf_mod_cond_motion_offset_norm_mean
bias_medium,200,20,0.1889956295490265,0.18886825442314148,0.00012737512588500977,0.0006739580421708524,0.1889956295490265,0.188100203871727,0.0008954256772994995,0.004737811628729105,0.52,3.539556914233799e-08,0.016598692163825035,-0.0165986567735672,3839,4000,0.0752975388636641,0.13531899452209473,-0.613284707069397,0.78792804479599,0.51975,0.356,0.44,200,0.08813604941242374,0.1661979779601097,-0.5868362933397293,0.7574160844087601,0.16628243029117584,0.11262529343366623,0.06405209749937057,0.2063954472541809,0.1876443475484848,0.1874406635761261,0.19117645919322968,0.18899554014205933,0.18943050503730774,0.18899554014205933,0.18975558876991272,0.18899554014205933
