trajectory_id,ADE_noisy,ADE_cond,ADE_improvement_noisy_minus_cond,offset_noisy_x,offset_noisy_y,offset_cond_x,offset_cond_y,offset_norm_noisy,offset_norm_cond,offset_norm_improvement,offset_norm_rel_improvement,global_correction_cosine,global_correction_ratio,shape_centered_ADE_noisy,shape_centered_ADE_cond,shape_centered_ADE_improvement
116,0.34088119864463806,0.30559617280960083,0.03528502583503723,0.3364563286304474,0.05474567413330078,0.2986833155155182,0.06430038064718246,0.3408811390399933,0.3055261969566345,0.035354942083358765,0.10371633619070053,0.9174980521202087,0.11430012434720993,2.9802322387695312e-08,0.009536342695355415,-0.009536312893033028
117,0.20555324852466583,0.1797156035900116,0.025837644934654236,-0.10222196578979492,-0.1783333569765091,-0.09580439329147339,-0.15080490708351135,0.20555318892002106,0.17866338789463043,0.026889801025390625,0.1308167576789856,0.9578278064727783,0.13751494884490967,4.470348358154297e-08,0.025592312216758728,-0.025592267513275146
118,0.2145950049161911,0.20836679637432098,0.006228208541870117,-0.20624940097332,0.05926394462585449,-0.19830849766731262,0.06346626579761505,0.2145950347185135,0.20821678638458252,0.006378248333930969,0.02972225472331047,0.7203173041343689,0.04186626523733139,3.1292437085994607e-08,0.008564777672290802,-0.008564746007323265
119,0.3437081277370453,0.32884347438812256,0.01486465334892273,0.2885836958885193,0.18669432401657104,0.27101758122444153,0.18605390191078186,0.34370818734169006,0.328734815120697,0.014973372220993042,0.04356420040130615,0.8588507175445557,0.05114150419831276,7.565252246877208e-08,0.009259836748242378,-0.009259761311113834
120,0.09226398915052414,0.1036190390586853,-0.011355049908161163,0.07831478118896484,-0.04877949506044388,0.06918151676654816,-0.07554485648870468,0.09226398915052414,0.1024358719587326,-0.010171882808208466,-0.11024759709835052,-0.22624139487743378,0.3065199553966522,1.3806766396839976e-08,0.017278334125876427,-0.017278321087360382
121,0.13960197567939758,0.1310288906097412,0.008573085069656372,0.014629840850830078,0.13883328437805176,0.01063835434615612,0.12961450219154358,0.13960197567939758,0.13005034625530243,0.009551629424095154,0.06842044740915298,0.954262375831604,0.07196042686700821,0.0,0.019566692411899567,-0.019566692411899567
122,0.2259383499622345,0.22772780060768127,-0.0017894506454467773,0.20372173190116882,0.0977015495300293,0.21008844673633575,0.0872899666428566,0.2259383499622345,0.22750097513198853,-0.0015626251697540283,-0.0069161574356257915,-0.10147939622402191,0.05401450768113136,1.4331988040794386e-08,0.012410426512360573,-0.012410412542521954
123,0.2832077741622925,0.22883519530296326,0.054372578859329224,0.26822417974472046,0.09089803695678711,0.21957020461559296,0.06421990692615509,0.28320780396461487,0.22876903414726257,0.054438769817352295,0.192221999168396,0.9847587943077087,0.19592700898647308,9.504832121365325e-08,0.021163713186979294,-0.021163618192076683
124,0.162734717130661,0.17793574929237366,-0.015201032161712646,-0.08802179247140884,0.13687491416931152,-0.0789334625005722,0.1585914045572281,0.16273468732833862,0.17714887857437134,-0.014414191246032715,-0.08857478946447372,-0.5670732855796814,0.14466208219528198,2.2351741790771484e-08,0.0188019759953022,-0.01880195364356041
125,0.1847981959581375,0.20411810278892517,-0.01931990683078766,0.17764480412006378,-0.0509183406829834,0.1991712749004364,-0.043706875294446945,0.18479815125465393,0.2039104849100113,-0.01911233365535736,-0.10342275351285934,-0.8239778876304626,0.1228489950299263,2.7567148563889532e-08,0.013432392850518227,-0.013432364910840988
126,0.12054719030857086,0.10930615663528442,0.011241033673286438,-0.08371229469776154,0.08674026280641556,-0.09199970215559006,0.05785920098423958,0.12054717540740967,0.1086813360452652,0.01186583936214447,0.09843315929174423,0.5001040697097778,0.24925163388252258,5.8637159128238636e-08,0.014457637444138527,-0.014457578770816326
127,0.1385236233472824,0.15652695298194885,-0.018003329634666443,0.1362089216709137,-0.02521778643131256,0.15607385337352753,0.004149141721427441,0.138523668050766,0.15612898766994476,-0.017605319619178772,-0.12709249556064606,-0.40014153718948364,0.25594672560691833,5.978081674129498e-08,0.011429456062614918,-0.011429396457970142
128,0.27902278304100037,0.2847657799720764,-0.00574299693107605,-0.05438351631164551,0.27367162704467773,-0.054524801671504974,0.2792607843875885,0.27902281284332275,0.28453388810157776,-0.005511075258255005,-0.01975134201347828,-0.9854339361190796,0.020037690177559853,0.0,0.014264894649386406,-0.014264894649386406
129,0.10084430128335953,0.09117111563682556,0.009673185646533966,0.10015417635440826,0.011777639389038086,0.08714412152767181,0.024068672209978104,0.10084429383277893,0.09040684998035431,0.010437443852424622,0.10350058972835541,0.6417297124862671,0.17747946083545685,1.7136335017653437e-08,0.012666230089962482,-0.01266621332615614
130,0.13274379074573517,0.13643498718738556,-0.0036911964416503906,-0.07459284365177155,-0.10980355739593506,-0.08225331455469131,-0.10833486169576645,0.13274379074573517,0.13602223992347717,-0.0032784491777420044,-0.024697570130228996,-0.3961241543292999,0.05875968560576439,1.7881394143159923e-08,0.010986173525452614,-0.010986155830323696
131,0.14804774522781372,0.14347481727600098,0.004572927951812744,0.1474834382534027,-0.012913706712424755,0.14051172137260437,-0.026293685659766197,0.14804773032665253,0.14295069873332977,0.005097031593322754,0.034428298473358154,0.38297438621520996,0.10190889239311218,2.8930106310554038e-08,0.014154952950775623,-0.01415492407977581
