condition,seed,zeta,N,ADE,RMSE,acceleration_RMS,high_conf_ADE,mid_conf_ADE,low_conf_ADE,E3_fused_ADE,E3_fused_acceleration_RMS,E3_fused_high_conf_ADE,E3_fused_mid_conf_ADE,E3_fused_low_conf_ADE,win_rate_vs_E3_fused,ADE_delta_vs_E3_fused,ADE_ratio_vs_E3_fused,high_conf_delta_vs_E3_fused,high_conf_ratio_vs_E3_fused,acceleration_ratio_vs_E3_fused,likelihood_norm_before_DPS,likelihood_norm_after_DPS,likelihood_delta_after_minus_before,likelihood_decreased,update_to_x_ratio,finite,nan_inf_cases
bias_medium,42,1.0,1000,3.0094387531280518,3.4032373428344727,0.3287637531757355,3.4714927673339844,3.0590779781341553,2.838799476623535,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,2.8223788738250732,16.08809471130371,3.43087100610137,85.45894274389025,1.5984982252120972,0.19650842249393463,241.94815063476562,241.75164794921875,False,28.599525451660156,True,0
bias_medium,43,1.0,1000,2.9729418754577637,3.3657963275909424,0.33165115118026733,2.965524435043335,3.1666314601898193,2.6960740089416504,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,2.785881996154785,15.892987251281738,2.9249026738107204,73.00334463741484,1.6125372648239136,0.19650842249393463,239.566162109375,239.36965942382812,False,28.36260986328125,True,0
bias_medium,44,1.0,1000,2.851649522781372,3.2266225814819336,0.3365446925163269,3.1655306816101074,2.9547336101531982,2.636009693145752,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,2.6645896434783936,15.244572639465332,3.124908920377493,77.92696785063463,1.6363303661346436,0.19650842249393463,229.56494140625,229.36843872070312,False,30.160432815551758,True,0
bias_medium,42,3.0,1000,9.34891128540039,10.578831672668457,0.5775635838508606,10.885562896728516,9.491904258728027,8.813178062438965,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,9.161850929260254,49.978145599365234,10.844941135495901,267.9736812590165,2.8082001209259033,0.19650842249393463,752.8626098632812,752.6660766601562,False,85.79857635498047,True,0
bias_medium,43,3.0,1000,9.282896041870117,10.513131141662598,0.5820431709289551,9.306532859802246,9.890252113342285,8.404643058776855,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,9.09583568572998,49.62523651123047,9.265911098569632,229.10215060616795,2.8299803733825684,0.19650842249393463,748.9119873046875,748.7154541015625,False,85.08782196044922,True,0
bias_medium,44,3.0,1000,8.968613624572754,10.1533784866333,0.592245876789093,9.964329719543457,9.291860580444336,8.289956092834473,0.18705998361110687,0.20567038655281067,0.04062176123261452,0.13735774159431458,0.2899780571460724,0.0,8.781553268432617,47.94512176513672,9.923707958310843,245.2953642872399,2.879587411880493,0.19650842249393463,723.3434448242188,723.1469116210938,False,90.48128509521484,True,0
jump_medium,42,0.3,1000,1.053531289100647,1.185571312904358,0.34874725341796875,0.46510064601898193,1.2803452014923096,1.2304878234863281,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.025,0.7956804633140564,4.085816860198975,0.46510064601898193,,0.9893125295639038,0.43521007895469666,83.97712707519531,83.54191589355469,False,3.535233497619629,True,0
jump_medium,43,0.3,1000,1.034779667854309,1.1641913652420044,0.34766528010368347,0.48749449849128723,1.2432364225387573,1.202117919921875,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.024,0.7769288420677185,4.013094425201416,0.48749449849128723,,0.9862432479858398,0.43521007895469666,82.67649841308594,82.24128723144531,False,3.8089966773986816,True,0
jump_medium,44,0.3,1000,1.0296880006790161,1.157987117767334,0.34854987263679504,0.46493032574653625,1.2527021169662476,1.1936500072479248,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.017,0.7718371748924255,3.993347644805908,0.46493032574653625,,0.9887526035308838,0.43521007895469666,82.15232849121094,81.71711730957031,False,3.2723491191864014,True,0
jump_medium,42,1.0,1000,3.3309998512268066,3.7472689151763916,0.4269052743911743,1.497765064239502,4.037375450134277,3.882582426071167,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,3.0731489658355713,12.91832160949707,1.497765064239502,,1.2110280990600586,0.43521007895469666,267.01220703125,266.5769958496094,False,11.006967544555664,True,0
