degradation,output_path,shape,computed_ADE_mean,computed_ADE_std,stage3_summary_ADE_mean,abs_diff_ADE_mean,matches_stage3_summary
jump_medium,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage4/reconstructed_stage3_cond_outputs/jump_cond_residual_t20_refined_reconstructed.npy,"(200, 20, 2)",0.24652285873889923,0.0824088379740715,0.24652285873889923,0.0,True
combined_medium,/Users/shangshanchong/Desktop/pytorch_env_check/trajectory_ddpm_mvp/SingularTrajectory/outputs/stage4/reconstructed_stage3_cond_outputs/combined_cond_residual_t20_refined_reconstructed.npy,"(200, 20, 2)",0.197429358959198,0.09009168297052383,0.197429358959198,0.0,True
