condition,best_t_start,noisy_ADE,best_sdedit_ADE,delta_ADE,relative_improvement_percent,noisy_high_ADE,best_high_ADE,high_conf_delta,noisy_low_ADE,best_low_ADE,low_conf_delta,curve_type,destructive_all_tstarts
gaussian_medium,2,0.06256657093763351,0.06081181392073631,-0.0017547570168972015,2.80462392392632,0.014083261601626873,0.020198287442326546,0.006115025840699673,0.0964696928858757,0.09231103956699371,-0.0041586533188819885,small_U-shaped,False
drift_medium,1,0.01764802448451519,0.018343420699238777,0.000695396214723587,-3.9403629303310677,0.00240786443464458,0.004092177841812372,0.0016843134071677923,0.029400285333395004,0.029560169205069542,0.00015988387167453766,monotonic_worse,True
burst_medium,1,0.07475546002388,0.07804496586322784,0.0032895058393478394,-4.400355289495956,0.003384432988241315,0.014317197725176811,0.010932764736935496,0.17479737102985382,0.17239515483379364,-0.0024022161960601807,monotonic_worse,True
bias_medium,1,0.1889956295490265,0.18905708193778992,6.145238876342773e-05,-0.03251524329428298,0.04233614355325699,0.042234715074300766,-0.00010142847895622253,0.2880081236362457,0.2881476879119873,0.00013956427574157715,monotonic_worse,True
jump_medium,3,0.2633684277534485,0.2542140483856201,-0.00915437936782837,3.475883364576339,0.0,0.0088640246540308,0.0088640246540308,0.4298751950263977,0.4125837981700897,-0.017291396856307983,monotonic_better,False
combined_medium,1,0.1990637630224228,0.19891712069511414,-0.00014664232730865479,0.07366600785705875,0.044971123337745667,0.04686868563294411,0.0018975622951984406,0.3056912124156952,0.3044860064983368,-0.0012052059173583984,tiny-t_only_improvement,False
