degradation,traj_idx,method,t_start,ADE,RMSE,smooth,noisy_ADE,noisy_RMSE,noisy_smooth,kalman_ADE,kalman_RMSE,kalman_smooth,delta_ADE_vs_noisy,delta_RMSE_vs_noisy,delta_smooth_vs_noisy,delta_ADE_vs_kalman,delta_RMSE_vs_kalman,delta_smooth_vs_kalman,improved_ADE_vs_noisy,improved_RMSE_vs_noisy,improved_smooth_vs_noisy,improved_ADE_vs_kalman,improved_RMSE_vs_kalman,improved_smooth_vs_kalman
gaussian_medium,10,noisy_input,-1,0.05687336251139641,0.06923065334558487,0.16831055283546448,0.05687336251139641,0.06923065334558487,0.16831055283546448,0.07535805553197861,0.1050732284784317,0.0868905708193779,0.0,0.0,0.0,-0.0184846930205822,-0.03584257513284683,0.08141998201608658,False,False,False,True,True,False
gaussian_medium,11,noisy_input,-1,0.06904856115579605,0.08011011779308319,0.4834783971309662,0.06904856115579605,0.08011011779308319,0.4834783971309662,0.1125505343079567,0.1267641931772232,0.1888846904039383,0.0,0.0,0.0,-0.043501973152160645,-0.046654075384140015,0.2945936918258667,False,False,False,True,True,False
gaussian_medium,12,noisy_input,-1,0.06322519481182098,0.07269512861967087,0.44773557782173157,0.06322519481182098,0.07269512861967087,0.44773557782173157,0.0953829437494278,0.10913003236055374,0.16458579897880554,0.0,0.0,0.0,-0.03215774893760681,-0.036434903740882874,0.283149778842926,False,False,False,True,True,False
gaussian_medium,13,noisy_input,-1,0.07754329591989517,0.08461974561214447,0.1705045998096466,0.07754329591989517,0.08461974561214447,0.1705045998096466,0.06686224043369293,0.07405371218919754,0.0764070525765419,0.0,0.0,0.0,0.01068105548620224,0.01056603342294693,0.0940975472331047,False,False,False,False,False,False
gaussian_medium,14,noisy_input,-1,0.0635475218296051,0.07099167257547379,0.17696505784988403,0.0635475218296051,0.07099167257547379,0.17696505784988403,0.12212444841861725,0.13505029678344727,0.11139941215515137,0.0,0.0,0.0,-0.058576926589012146,-0.06405862420797348,0.06556564569473267,False,False,False,True,True,False
gaussian_medium,15,noisy_input,-1,0.06149406358599663,0.06745760887861252,0.19606755673885345,0.06149406358599663,0.06745760887861252,0.19606755673885345,0.11168408393859863,0.12970519065856934,0.1057356670498848,0.0,0.0,0.0,-0.050190020352602005,-0.06224758177995682,0.09033188968896866,False,False,False,True,True,False
gaussian_medium,16,noisy_input,-1,0.0525021068751812,0.06145070493221283,0.18295051157474518,0.0525021068751812,0.06145070493221283,0.18295051157474518,0.05643541365861893,0.07842373102903366,0.0731649100780487,0.0,0.0,0.0,-0.003933306783437729,-0.01697302609682083,0.10978560149669647,False,False,False,True,True,False
gaussian_medium,17,noisy_input,-1,0.06533661484718323,0.06932801753282547,0.1858934462070465,0.06533661484718323,0.06932801753282547,0.1858934462070465,0.06839462369680405,0.07974874973297119,0.09814289212226868,0.0,0.0,0.0,-0.003058008849620819,-0.010420732200145721,0.08775055408477783,False,False,False,True,True,False
gaussian_medium,18,noisy_input,-1,0.06372842937707901,0.07014530897140503,0.24260497093200684,0.06372842937707901,0.07014530897140503,0.24260497093200684,0.08144915848970413,0.09828464686870575,0.10069424659013748,0.0,0.0,0.0,-0.017720729112625122,-0.02813933789730072,0.14191073179244995,False,False,False,True,True,False
gaussian_medium,19,noisy_input,-1,0.06326358020305634,0.07194865494966507,0.5803443789482117,0.06326358020305634,0.07194865494966507,0.5803443789482117,0.10456264019012451,0.12385936826467514,0.20973414182662964,0.0,0.0,0.0,-0.041299059987068176,-0.05191071331501007,0.37061023712158203,False,False,False,True,True,False
gaussian_medium,20,noisy_input,-1,0.05830741673707962,0.06681666523218155,0.1485026627779007,0.05830741673707962,0.06681666523218155,0.1485026627779007,0.09243113547563553,0.1133967712521553,0.0828932523727417,0.0,0.0,0.0,-0.03412371873855591,-0.046580106019973755,0.065609410405159,False,False,False,True,True,False
gaussian_medium,21,noisy_input,-1,0.06869306415319443,0.07604878395795822,0.17002573609352112,0.06869306415319443,0.07604878395795822,0.17002573609352112,0.08594666421413422,0.09556233137845993,0.09044021368026733,0.0,0.0,0.0,-0.01725360006093979,-0.01951354742050171,0.07958552241325378,False,False,False,True,True,False
gaussian_medium,22,noisy_input,-1,0.06361999362707138,0.06911365687847137,0.1777394413948059,0.06361999362707138,0.06911365687847137,0.1777394413948059,0.04468679428100586,0.05039234459400177,0.08038172125816345,0.0,0.0,0.0,0.01893319934606552,0.018721312284469604,0.09735772013664246,False,False,False,False,False,False
gaussian_medium,23,noisy_input,-1,0.0694975033402443,0.07637134194374084,0.43005678057670593,0.0694975033402443,0.07637134194374084,0.43005678057670593,0.08421041071414948,0.0959165170788765,0.15948551893234253,0.0,0.0,0.0,-0.014712907373905182,-0.01954517513513565,0.2705712616443634,False,False,False,True,True,False
gaussian_medium,24,noisy_input,-1,0.06091035529971123,0.06678153574466705,0.16263523697853088,0.06091035529971123,0.06678153574466705,0.16263523697853088,0.05886750668287277,0.06911837309598923,0.06910611689090729,0.0,0.0,0.0,0.002042848616838455,-0.002336837351322174,0.0935291200876236,False,False,False,False,True,False
gaussian_medium,25,noisy_input,-1,0.06001255661249161,0.06595594435930252,0.18232184648513794,0.06001255661249161,0.06595594435930252,0.18232184648513794,0.07961530238389969,0.09095113724470139,0.09747947007417679,0.0,0.0,0.0,-0.01960274577140808,-0.024995192885398865,0.08484237641096115,False,False,False,True,True,False
gaussian_medium,26,noisy_input,-1,0.06416813284158707,0.07222946733236313,0.16826771199703217,0.06416813284158707,0.07222946733236313,0.16826771199703217,0.08551899343729019,0.10191495716571808,0.07804542034864426,0.0,0.0,0.0,-0.021350860595703125,-0.02968548983335495,0.09022229164838791,False,False,False,True,True,False
gaussian_medium,27,noisy_input,-1,0.053119100630283356,0.06218366324901581,0.17524825036525726,0.053119100630283356,0.06218366324901581,0.17524825036525726,0.06460846215486526,0.0801643431186676,0.0858115702867508,0.0,0.0,0.0,-0.01148936152458191,-0.017980679869651794,0.08943668007850647,False,False,False,True,True,False
gaussian_medium,28,noisy_input,-1,0.06145323067903519,0.06438960134983063,0.31665515899658203,0.06145323067903519,0.06438960134983063,0.31665515899658203,0.08821259438991547,0.0985681563615799,0.11641392111778259,0.0,0.0,0.0,-0.02675936371088028,-0.03417855501174927,0.20024123787879944,False,False,False,True,True,False
gaussian_medium,29,noisy_input,-1,0.04525135084986687,0.049853064119815826,0.17828969657421112,0.04525135084986687,0.049853064119815826,0.17828969657421112,0.045068658888339996,0.0563717782497406,0.07350710779428482,0.0,0.0,0.0,0.00018269196152687073,-0.006518714129924774,0.1047825887799263,False,False,False,False,True,False
gaussian_medium,30,noisy_input,-1,0.05629705265164375,0.06097611039876938,0.15503937005996704,0.05629705265164375,0.06097611039876938,0.15503937005996704,0.03874734789133072,0.04543539509177208,0.07505912333726883,0.0,0.0,0.0,0.017549704760313034,0.0155407153069973,0.07998024672269821,False,False,False,False,False,False
gaussian_medium,31,noisy_input,-1,0.06441095471382141,0.0694565698504448,0.17235404253005981,0.06441095471382141,0.0694565698504448,0.17235404253005981,0.0803450345993042,0.10264239460229874,0.08220918476581573,0.0,0.0,0.0,-0.015934079885482788,-0.03318582475185394,0.09014485776424408,False,False,False,True,True,False
gaussian_medium,32,noisy_input,-1,0.048632748425006866,0.05626371130347252,0.1344148814678192,0.048632748425006866,0.05626371130347252,0.1344148814678192,0.03807102143764496,0.042552556842565536,0.05903628095984459,0.0,0.0,0.0,0.010561726987361908,0.013711154460906982,0.07537859678268433,False,False,False,False,False,False
gaussian_medium,33,noisy_input,-1,0.04978462681174278,0.0553671270608902,0.3969765901565552,0.04978462681174278,0.0553671270608902,0.3969765901565552,0.0897296816110611,0.11102332919836044,0.14385737478733063,0.0,0.0,0.0,-0.039945054799318314,-0.055656202137470245,0.25311923027038574,False,False,False,True,True,False
gaussian_medium,34,noisy_input,-1,0.06210090592503548,0.0672195628285408,0.16616785526275635,0.06210090592503548,0.0672195628285408,0.16616785526275635,0.05232954025268555,0.05817698314785957,0.07489174604415894,0.0,0.0,0.0,0.00977136567234993,0.009042579680681229,0.09127610921859741,False,False,False,False,False,False
gaussian_medium,35,noisy_input,-1,0.06946993619203568,0.07746315747499466,0.22422467172145844,0.06946993619203568,0.07746315747499466,0.22422467172145844,0.14610914885997772,0.16376319527626038,0.1328599750995636,0.0,0.0,0.0,-0.07663921266794205,-0.08630003780126572,0.09136469662189484,False,False,False,True,True,False
gaussian_medium,36,noisy_input,-1,0.0519719198346138,0.05791193246841431,0.12539997696876526,0.0519719198346138,0.05791193246841431,0.12539997696876526,0.06268937885761261,0.07699908316135406,0.0722174420952797,0.0,0.0,0.0,-0.01071745902299881,-0.01908715069293976,0.053182534873485565,False,False,False,True,True,False
gaussian_medium,37,noisy_input,-1,0.054066289216279984,0.060988396406173706,0.12783241271972656,0.054066289216279984,0.060988396406173706,0.12783241271972656,0.04616834223270416,0.05102914944291115,0.05837356299161911,0.0,0.0,0.0,0.007897946983575821,0.009959246963262558,0.06945884972810745,False,False,False,False,False,False
gaussian_medium,38,noisy_input,-1,0.05767141655087471,0.06649630516767502,0.1928032487630844,0.05767141655087471,0.06649630516767502,0.1928032487630844,0.112945057451725,0.13153612613677979,0.11281928420066833,0.0,0.0,0.0,-0.055273640900850296,-0.06503982096910477,0.07998396456241608,False,False,False,True,True,False
gaussian_medium,39,noisy_input,-1,0.058270812034606934,0.062285520136356354,0.14028388261795044,0.058270812034606934,0.062285520136356354,0.14028388261795044,0.057680100202560425,0.07361862808465958,0.0632728636264801,0.0,0.0,0.0,0.0005907118320465088,-0.011333107948303223,0.07701101899147034,False,False,False,False,True,False
gaussian_medium,40,noisy_input,-1,0.06381482630968094,0.07164228707551956,0.15788374841213226,0.06381482630968094,0.07164228707551956,0.15788374841213226,0.10869055986404419,0.1263016313314438,0.09038344025611877,0.0,0.0,0.0,-0.04487573355436325,-0.054659344255924225,0.06750030815601349,False,False,False,True,True,False
gaussian_medium,41,noisy_input,-1,0.04674428701400757,0.05210253968834877,0.2257722020149231,0.04674428701400757,0.05210253968834877,0.2257722020149231,0.055353861302137375,0.06928640604019165,0.0878952220082283,0.0,0.0,0.0,-0.008609574288129807,-0.01718386635184288,0.1378769874572754,False,False,False,True,True,False
gaussian_medium,42,noisy_input,-1,0.06890759617090225,0.07556033879518509,0.20640581846237183,0.06890759617090225,0.07556033879518509,0.20640581846237183,0.1428239643573761,0.16340617835521698,0.13068650662899017,0.0,0.0,0.0,-0.07391636818647385,-0.08784583956003189,0.07571931183338165,False,False,False,True,True,False
gaussian_medium,43,noisy_input,-1,0.05525180697441101,0.0630064457654953,0.5142030119895935,0.05525180697441101,0.0630064457654953,0.5142030119895935,0.1017882451415062,0.11514029651880264,0.1861364245414734,0.0,0.0,0.0,-0.046536438167095184,-0.05213385075330734,0.3280665874481201,False,False,False,True,True,False
gaussian_medium,44,noisy_input,-1,0.058719534426927567,0.06605015695095062,0.1930064558982849,0.058719534426927567,0.06605015695095062,0.1930064558982849,0.08014661073684692,0.09082065522670746,0.0960921049118042,0.0,0.0,0.0,-0.021427076309919357,-0.024770498275756836,0.09691435098648071,False,False,False,True,True,False
gaussian_medium,45,noisy_input,-1,0.05506425350904465,0.059542473405599594,0.1535624861717224,0.05506425350904465,0.059542473405599594,0.1535624861717224,0.06537096202373505,0.07719239592552185,0.07987998425960541,0.0,0.0,0.0,-0.0103067085146904,-0.017649922519922256,0.073682501912117,False,False,False,True,True,False
gaussian_medium,46,noisy_input,-1,0.06088675186038017,0.06547555327415466,0.21503746509552002,0.06088675186038017,0.06547555327415466,0.21503746509552002,0.06731045246124268,0.08105403184890747,0.08457271009683609,0.0,0.0,0.0,-0.006423700600862503,-0.015578478574752808,0.13046476244926453,False,False,False,True,True,False
gaussian_medium,47,noisy_input,-1,0.05681475251913071,0.06625670194625854,0.14031903445720673,0.05681475251913071,0.06625670194625854,0.14031903445720673,0.08783204853534698,0.10454528778791428,0.06935080885887146,0.0,0.0,0.0,-0.031017296016216278,-0.03828858584165573,0.07096822559833527,False,False,False,True,True,False
gaussian_medium,48,noisy_input,-1,0.06416036933660507,0.07090205699205399,0.33097895979881287,0.06416036933660507,0.07090205699205399,0.33097895979881287,0.06788663566112518,0.07316448539495468,0.12217546999454498,0.0,0.0,0.0,-0.003726266324520111,-0.002262428402900696,0.20880348980426788,False,False,False,True,True,False
gaussian_medium,49,noisy_input,-1,0.050704699009656906,0.055561307817697525,0.43534010648727417,0.050704699009656906,0.055561307817697525,0.43534010648727417,0.09345071017742157,0.11502446979284286,0.15426112711429596,0.0,0.0,0.0,-0.042746011167764664,-0.05946316197514534,0.2810789942741394,False,False,False,True,True,False
gaussian_medium,50,noisy_input,-1,0.06765604764223099,0.08247542381286621,0.15266388654708862,0.06765604764223099,0.08247542381286621,0.15266388654708862,0.06647457182407379,0.07735765725374222,0.07994630187749863,0.0,0.0,0.0,0.001181475818157196,0.005117766559123993,0.07271758466959,False,False,False,False,False,False
gaussian_medium,51,noisy_input,-1,0.05603696033358574,0.06232739984989166,0.15089493989944458,0.05603696033358574,0.06232739984989166,0.15089493989944458,0.07275380939245224,0.07833679765462875,0.07268514484167099,0.0,0.0,0.0,-0.0167168490588665,-0.01600939780473709,0.07820979505777359,False,False,False,True,True,False
gaussian_medium,52,noisy_input,-1,0.04654904827475548,0.05289354920387268,0.2181859165430069,0.04654904827475548,0.05289354920387268,0.2181859165430069,0.06380448490381241,0.07796647399663925,0.09404155611991882,0.0,0.0,0.0,-0.01725543662905693,-0.02507292479276657,0.12414436042308807,False,False,False,True,True,False
gaussian_medium,53,noisy_input,-1,0.05436959117650986,0.06369820237159729,0.15194040536880493,0.05436959117650986,0.06369820237159729,0.15194040536880493,0.08806419372558594,0.11524361371994019,0.08799830079078674,0.0,0.0,0.0,-0.03369460254907608,-0.051545411348342896,0.06394210457801819,False,False,False,True,True,False
gaussian_medium,54,noisy_input,-1,0.05588964745402336,0.06263424456119537,0.1693001240491867,0.05588964745402336,0.06263424456119537,0.1693001240491867,0.15330655872821808,0.17771892249584198,0.1391122192144394,0.0,0.0,0.0,-0.09741690754890442,-0.1150846779346466,0.030187904834747314,False,False,False,True,True,False
gaussian_medium,55,noisy_input,-1,0.0649377852678299,0.07140223681926727,0.221160426735878,0.0649377852678299,0.07140223681926727,0.221160426735878,0.13965657353401184,0.16711007058620453,0.13090240955352783,0.0,0.0,0.0,-0.07471878826618195,-0.09570783376693726,0.09025801718235016,False,False,False,True,True,False
gaussian_medium,56,noisy_input,-1,0.0474541038274765,0.054222606122493744,0.1410312056541443,0.0474541038274765,0.054222606122493744,0.1410312056541443,0.048608262091875076,0.0536445789039135,0.059951916337013245,0.0,0.0,0.0,-0.0011541582643985748,0.000578027218580246,0.08107928931713104,False,False,False,True,False,False
gaussian_medium,57,noisy_input,-1,0.05567995831370354,0.06225590035319328,0.17635172605514526,0.05567995831370354,0.06225590035319328,0.17635172605514526,0.10828615725040436,0.1300657093524933,0.09592897444963455,0.0,0.0,0.0,-0.05260619893670082,-0.0678098052740097,0.08042275160551071,False,False,False,True,True,False
gaussian_medium,58,noisy_input,-1,0.06290137022733688,0.06835019588470459,0.12769155204296112,0.06290137022733688,0.06835019588470459,0.12769155204296112,0.05568752437829971,0.06097133085131645,0.062678761780262,0.0,0.0,0.0,0.00721384584903717,0.007378865033388138,0.06501279026269913,False,False,False,False,False,False
gaussian_medium,59,noisy_input,-1,0.06501203775405884,0.07062306255102158,0.1676061749458313,0.06501203775405884,0.07062306255102158,0.1676061749458313,0.06937425583600998,0.08191487193107605,0.07579575479030609,0.0,0.0,0.0,-0.004362218081951141,-0.011291809380054474,0.09181042015552521,False,False,False,True,True,False
gaussian_medium,60,noisy_input,-1,0.07986714690923691,0.08753584325313568,0.3615890145301819,0.07986714690923691,0.08753584325313568,0.3615890145301819,0.09320569783449173,0.11541580408811569,0.1529051810503006,0.0,0.0,0.0,-0.013338550925254822,-0.02787996083498001,0.2086838334798813,False,False,False,True,True,False
gaussian_medium,61,noisy_input,-1,0.06355413794517517,0.07137571275234222,0.18731608986854553,0.06355413794517517,0.07137571275234222,0.18731608986854553,0.06705813854932785,0.07699379324913025,0.07850740849971771,0.0,0.0,0.0,-0.0035040006041526794,-0.005618080496788025,0.10880868136882782,False,False,False,True,True,False
gaussian_medium,62,noisy_input,-1,0.060209810733795166,0.06651534885168076,0.14791762828826904,0.060209810733795166,0.06651534885168076,0.14791762828826904,0.049396343529224396,0.053224124014377594,0.06488995999097824,0.0,0.0,0.0,0.01081346720457077,0.013291224837303162,0.0830276682972908,False,False,False,False,False,False
gaussian_medium,63,noisy_input,-1,0.06362495571374893,0.0706520825624466,0.17745628952980042,0.06362495571374893,0.0706520825624466,0.17745628952980042,0.0807112604379654,0.09007512778043747,0.0889793112874031,0.0,0.0,0.0,-0.01708630472421646,-0.019423045217990875,0.08847697824239731,False,False,False,True,True,False
gaussian_medium,64,noisy_input,-1,0.05301336571574211,0.06215537339448929,0.15553700923919678,0.05301336571574211,0.06215537339448929,0.15553700923919678,0.06648920476436615,0.08591584861278534,0.06633707135915756,0.0,0.0,0.0,-0.013475839048624039,-0.02376047521829605,0.08919993788003922,False,False,False,True,True,False
gaussian_medium,65,noisy_input,-1,0.06843168288469315,0.07318937033414841,0.21629437804222107,0.06843168288469315,0.07318937033414841,0.21629437804222107,0.10768786817789078,0.12152266502380371,0.10990932583808899,0.0,0.0,0.0,-0.03925618529319763,-0.048333294689655304,0.10638505220413208,False,False,False,True,True,False
gaussian_medium,66,noisy_input,-1,0.08183147758245468,0.09079550206661224,0.20187802612781525,0.08183147758245468,0.09079550206661224,0.20187802612781525,0.06862256675958633,0.0772557258605957,0.08954665809869766,0.0,0.0,0.0,0.013208910822868347,0.01353977620601654,0.11233136802911758,False,False,False,False,False,False
gaussian_medium,67,noisy_input,-1,0.04765406250953674,0.05380195751786232,0.15165942907333374,0.04765406250953674,0.05380195751786232,0.15165942907333374,0.08686287701129913,0.1036376878619194,0.08728952705860138,0.0,0.0,0.0,-0.03920881450176239,-0.04983573034405708,0.06436990201473236,False,False,False,True,True,False
gaussian_medium,68,noisy_input,-1,0.06450282037258148,0.07236339151859283,0.19587844610214233,0.06450282037258148,0.07236339151859283,0.19587844610214233,0.06210776045918465,0.07548367977142334,0.0870240181684494,0.0,0.0,0.0,0.0023950599133968353,-0.0031202882528305054,0.10885442793369293,False,False,False,False,True,False
gaussian_medium,69,noisy_input,-1,0.06581691652536392,0.0700242668390274,0.22751519083976746,0.06581691652536392,0.0700242668390274,0.22751519083976746,0.07174934446811676,0.08514843136072159,0.09439700841903687,0.0,0.0,0.0,-0.005932427942752838,-0.015124164521694183,0.1331181824207306,False,False,False,True,True,False
gaussian_medium,70,noisy_input,-1,0.06503480672836304,0.07312535494565964,0.26727980375289917,0.06503480672836304,0.07312535494565964,0.26727980375289917,0.07864745706319809,0.09715275466442108,0.10977312177419662,0.0,0.0,0.0,-0.013612650334835052,-0.024027399718761444,0.15750667452812195,False,False,False,True,True,False
gaussian_medium,71,noisy_input,-1,0.08243260532617569,0.09130103886127472,0.430653840303421,0.08243260532617569,0.09130103886127472,0.430653840303421,0.1076890379190445,0.12818403542041779,0.17079782485961914,0.0,0.0,0.0,-0.025256432592868805,-0.036882996559143066,0.2598560154438019,False,False,False,True,True,False
gaussian_medium,72,noisy_input,-1,0.059163399040699005,0.06551691889762878,0.21139493584632874,0.059163399040699005,0.06551691889762878,0.21139493584632874,0.12831208109855652,0.14897313714027405,0.12247622013092041,0.0,0.0,0.0,-0.06914868205785751,-0.08345621824264526,0.08891871571540833,False,False,False,True,True,False
gaussian_medium,73,noisy_input,-1,0.048943597823381424,0.059210751205682755,0.170535609126091,0.048943597823381424,0.059210751205682755,0.170535609126091,0.08089907467365265,0.0954967811703682,0.09982328861951828,0.0,0.0,0.0,-0.031955476850271225,-0.03628602996468544,0.07071232050657272,False,False,False,True,True,False
gaussian_medium,74,noisy_input,-1,0.05488523095846176,0.06209534779191017,0.3997913897037506,0.05488523095846176,0.06209534779191017,0.3997913897037506,0.07875508069992065,0.10137559473514557,0.1493482142686844,0.0,0.0,0.0,-0.023869849741458893,-0.0392802469432354,0.25044316053390503,False,False,False,True,True,False
gaussian_medium,75,noisy_input,-1,0.061505354940891266,0.07200919836759567,0.15565665066242218,0.061505354940891266,0.07200919836759567,0.15565665066242218,0.04996796324849129,0.05643586814403534,0.06322984397411346,0.0,0.0,0.0,0.011537391692399979,0.015573330223560333,0.09242680668830872,False,False,False,False,False,False
gaussian_medium,76,noisy_input,-1,0.06336772441864014,0.06893615424633026,0.16765718162059784,0.06336772441864014,0.06893615424633026,0.16765718162059784,0.05375320836901665,0.06410188972949982,0.07128793001174927,0.0,0.0,0.0,0.00961451604962349,0.004834264516830444,0.09636925160884857,False,False,False,False,False,False
gaussian_medium,77,noisy_input,-1,0.057621002197265625,0.06622353196144104,0.1471443772315979,0.057621002197265625,0.06622353196144104,0.1471443772315979,0.05599760264158249,0.06255166977643967,0.06804715842008591,0.0,0.0,0.0,0.001623399555683136,0.0036718621850013733,0.079097218811512,False,False,False,False,False,False
gaussian_medium,78,noisy_input,-1,0.055813103914260864,0.06254932284355164,0.1270044893026352,0.055813103914260864,0.06254932284355164,0.1270044893026352,0.047484248876571655,0.05415324121713638,0.054498083889484406,0.0,0.0,0.0,0.008328855037689209,0.008396081626415253,0.07250640541315079,False,False,False,False,False,False
gaussian_medium,79,noisy_input,-1,0.05461578816175461,0.06252054125070572,0.18641580641269684,0.05461578816175461,0.06252054125070572,0.18641580641269684,0.06140183284878731,0.0677388608455658,0.07807531207799911,0.0,0.0,0.0,-0.0067860446870327,-0.005218319594860077,0.10834049433469772,False,False,False,True,True,False
gaussian_medium,80,noisy_input,-1,0.06143757700920105,0.07038457691669464,0.16220363974571228,0.06143757700920105,0.07038457691669464,0.16220363974571228,0.043805550783872604,0.054113831371068954,0.06826687604188919,0.0,0.0,0.0,0.017632026225328445,0.016270745545625687,0.09393676370382309,False,False,False,False,False,False
gaussian_medium,81,noisy_input,-1,0.06261061131954193,0.06964774429798126,0.22152715921401978,0.06261061131954193,0.06964774429798126,0.22152715921401978,0.13173100352287292,0.14868614077568054,0.14832067489624023,0.0,0.0,0.0,-0.069120392203331,-0.07903839647769928,0.07320648431777954,False,False,False,True,True,False
gaussian_medium,82,noisy_input,-1,0.06371063739061356,0.06747692823410034,0.2529352307319641,0.06371063739061356,0.06747692823410034,0.2529352307319641,0.13376091420650482,0.1613091379404068,0.1487712264060974,0.0,0.0,0.0,-0.07005027681589127,-0.09383220970630646,0.1041640043258667,False,False,False,True,True,False
gaussian_medium,83,noisy_input,-1,0.06458045542240143,0.07572315633296967,0.1238197460770607,0.06458045542240143,0.07572315633296967,0.1238197460770607,0.05164887383580208,0.06379976123571396,0.056130826473236084,0.0,0.0,0.0,0.01293158158659935,0.011923395097255707,0.06768891960382462,False,False,False,False,False,False
gaussian_medium,84,noisy_input,-1,0.06669057905673981,0.0781894251704216,0.3272639513015747,0.06669057905673981,0.0781894251704216,0.3272639513015747,0.06232018396258354,0.0730639100074768,0.13761843740940094,0.0,0.0,0.0,0.004370395094156265,0.005125515162944794,0.18964551389217377,False,False,False,False,False,False
gaussian_medium,85,noisy_input,-1,0.058885347098112106,0.06669173389673233,0.414104700088501,0.058885347098112106,0.06669173389673233,0.414104700088501,0.08543301373720169,0.10398469120264053,0.15394435822963715,0.0,0.0,0.0,-0.026547666639089584,-0.0372929573059082,0.26016032695770264,False,False,False,True,True,False
gaussian_medium,86,noisy_input,-1,0.05872054770588875,0.06591162830591202,0.20251381397247314,0.05872054770588875,0.06591162830591202,0.20251381397247314,0.11469225585460663,0.1347866952419281,0.11775562167167664,0.0,0.0,0.0,-0.05597170814871788,-0.06887506693601608,0.08475819230079651,False,False,False,True,True,False
gaussian_medium,87,noisy_input,-1,0.0609772689640522,0.06969040632247925,0.517386257648468,0.0609772689640522,0.06969040632247925,0.517386257648468,0.09252609312534332,0.1165836974978447,0.18229401111602783,0.0,0.0,0.0,-0.03154882416129112,-0.04689329117536545,0.3350922465324402,False,False,False,True,True,False
